z,Q2,flavor,flavor_index,nrep,zH1perp1_mean,zH1perp1_std
0.3548241206030151,4.0,s,5,50,-0.17605169776950746,0.036999557194343474
0.3548241206030151,4.0,sb,6,50,-0.17605169776950746,0.036999557194343474
0.3548241206030151,4.0,c,7,50,0.0,0.0
0.3548241206030151,4.0,cb,8,50,0.0,0.0
0.3548241206030151,4.0,b,9,50,0.0,0.0
0.3548241206030151,4.0,bb,10,50,0.0,0.0
0.3587939698492463,4.0,u,1,50,0.18291035138081743,0.04143646225554584
0.3587939698492463,4.0,ub,2,50,-0.1732546701443154,0.03634249191849132
0.3587939698492463,4.0,d,3,50,-0.1732546701443154,0.03634249191849132
0.3587939698492463,4.0,db,4,50,0.18291035138081743,0.04143646225554584
0.3587939698492463,4.0,s,5,50,-0.1732546701443154,0.03634249191849132
0.3587939698492463,4.0,sb,6,50,-0.1732546701443154,0.03634249191849132
0.3587939698492463,4.0,c,7,50,0.0,0.0
0.3587939698492463,4.0,cb,8,50,0.0,0.0
0.3587939698492463,4.0,b,9,50,0.0,0.0
0.3587939698492463,4.0,bb,10,50,0.0,0.0
0.3627638190954774,4.0,u,1,50,0.17647843624794898,0.040195340629912736
0.3627638190954774,4.0,ub,2,50,-0.17058935829012356,0.035726850736136115
0.3627638190954774,4.0,d,3,50,-0.17058935829012356,0.035726850736136115
0.3627638190954774,4.0,db,4,50,0.17647843624794898,0.040195340629912736
0.3627638190954774,4.0,s,5,50,-0.17058935829012356,0.035726850736136115
0.3627638190954774,4.0,sb,6,50,-0.17058935829012356,0.035726850736136115
0.3627638190954774,4.0,c,7,50,0.0,0.0
0.3627638190954774,4.0,cb,8,50,0.0,0.0
0.3627638190954774,4.0,b,9,50,0.0,0.0
0.3627638190954774,4.0,bb,10,50,0.0,0.0
0.36673366834170856,4.0,u,1,50,0.1702459067128396,0.03901844616409481
0.36673366834170856,4.0,ub,2,50,-0.16804379417259688,0.03514808610317875
0.36673366834170856,4.0,d,3,50,-0.16804379417259688,0.03514808610317875
0.36673366834170856,4.0,db,4,50,0.1702459067128396,0.03901844616409481
0.36673366834170856,4.0,s,5,50,-0.16804379417259688,0.03514808610317875
0.36673366834170856,4.0,sb,6,50,-0.16804379417259688,0.03514808610317875
0.36673366834170856,4.0,c,7,50,0.0,0.0
