P_perp,Pbar_perp,z,zbar,Q2,Cnn,mh,channel,flavor_index,nrep,coefficient_mean,coefficient_std,spin_correlation_mean,spin_correlation_std,D1_mean,D1_std,H1perp_mean,H1perp_std
0.0,0.0,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0,0.0,0.0,0.0,3.6902596454745042,0.118449107400298,0.09478787481185476,0.08506933724264903
0.0,0.0,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.0,0.0,0.0,0.0,1.6362465495807337,0.037846142108060296,-0.2476100638059664,0.10928639471253682
0.001507537688442211,0.001507537688442211,0.3,0.3,4.0,-1.0,0.135,fav,1,50,4.032338384557856e-07,7.481040420237793e-07,-4.032338384557856e-07,7.481040420237793e-07,3.6901926373907914,0.11844482931707391,0.09478514801796491,0.08506536416577509
0.001507537688442211,0.001507537688442211,0.3,0.3,4.0,-1.0,0.135,unf,3,50,9.438489655359242e-06,6.194314445224766e-06,-9.438489655359242e-06,6.194314445224766e-06,1.6362211785978844,0.03784496672808245,-0.2475991626298145,0.10928019313310282
0.003015075376884422,0.003015075376884422,0.3,0.3,4.0,-1.0,0.135,fav,1,50,1.6127592704667042e-06,2.991954060837006e-06,-1.6127592704667042e-06,2.991954060837006e-06,3.6899916204474317,0.11843199576552603,0.09477696818861885,0.08505344601239472
0.003015075376884422,0.003015075376884422,0.3,0.3,4.0,-1.0,0.135,unf,3,50,3.774705115754061e-05,2.4771777056582315e-05,-3.774705115754061e-05,2.4771777056582315e-05,1.6361450680109302,0.03784144075262919,-0.24756646208843996,0.1092615904476816
0.004522613065326633,0.004522613065326633,0.3,0.3,4.0,-1.0,0.135,fav,1,50,3.6280481717888653e-06,6.7301640980300785e-06,-3.6280481717888653e-06,6.7301640980300785e-06,3.6896566165664297,0.11841060884008667,0.09476333698057962,0.08503358601375406
0.004522613065326633,0.004522613065326633,0.3,0.3,4.0,-1.0,0.135,unf,3,50,8.490496874024492e-05,5.571595185609708e-05,-8.490496874024492e-05,5.571595185609708e-05,1.6360182249042905,0.03783556467482516,-0.24751197114168683,0.10923059281382236
0.006030150753768844,0.006030150753768844,0.3,0.3,4.0,-1.0,0.135,fav,1,50,6.448220754651608e-06,1.1960425433775164e-05,-6.448220754651608e-06,1.1960425433775164e-05,3.6891876622800224,0.11838067203096769,0.09474425715442657,0.0850057895536683
0.006030150753768844,0.006030150753768844,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.00015087773820279625,9.899946618842715e-05,-0.00015087773820279625,9.899946618842715e-05,1.635840661084107,0.037827339316523226,-0.24743570471796936,0.10918721049044809
0.007537688442211055,0.007537688442211055,0.3,0.3,4.0,-1.0,0.135,fav,1,50,1.0072046196306667e-05,1.8679508401845774e-05,-1.0072046196306667e-05,1.8679508401845774e-05,3.6885848087240394,0.11834219022320042,0.0947197325735174,0.08497006416613075
0.007537688442211055,0.007537688442211055,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.00023561709999638777,0.00015458404165259065,-0.00023561709999638777,0.00015458404165259065,1.635612393076416,0.03781676582800182,-0.24733768370728693,0.10913145783237248
0.009045226130653266,0.009045226130653266,0.3,0.3,4.0,-1.0,0.135,fav,1,50,1.4497943518188472e-05,2.688326492812024e-05,-1.4497943518188472e-05,2.688326492812024e-05,3.6878481216285994,0.11829516969546537,0.09468976820253547,0.08492641953196764
0.009045226130653266,0.009045226130653266,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.0003390610854878909,0.0002224205373460389,-0.0003390610854878909,0.0002224205373460389,1.6353334421245755,0.03780384568796203,-0.24721793495144895,0.10906335328263148
0.010552763819095477,0.010552763819095477,0.3,0.3,4.0,-1.0,0.135,fav,1,50,1.9723982714877976e-05,3.656663179004905e-05,-1.9723982714877976e-05,3.656663179004905e-05,3.686977681306154,0.11823961811858774,0.09465437010562396,0.08487486747453997
0.010552763819095477,0.010552763819095477,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.00046113407634439997,0.00030244900536085053,-0.00046113407634439997,0.00030244900536085053,1.6350038341859787,0.037788580702854804,-0.24707649123152126,0.10898291936262866
0.012060301507537688,0.012060301507537688,0.3,0.3,4.0,-1.0,0.135,fav,1,50,2.5747886131833468e-05,4.77236345938512e-05,-2.5747886131833468e-05,4.77236345938512e-05,3.6859735826368736,0.11817554455391067,0.09461354544410686,0.08481542195449679
0.012060301507537688,0.012060301507537688,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.0006017468769655896,0.00039459875845479286,-0.0006017468769655896,0.00039459875845479286,1.6346235999280174,0.037770973006835,-0.24691339125249823,0.10889018266010866
0.013567839195979899,0.013567839195979899,0.3,0.3,4.0,-1.0,0.135,fav,1,50,3.256703009062384e-05,6.034739246549368e-05,-3.256703009062384e-05,6.034739246549368e-05,3.684835935051405,0.11810295945063065,0.09456730247379957,0.08474809906358102
0.013567839195979899,0.013567839195979899,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.0007607967998749882,0.0004987884498030867,-0.0007607967998749882,0.0004987884498030867,1.6341927747233291,0.037751025061143174,-0.2467286796252123,0.10878517381496407
0.01507537688442211,0.01507537688442211,0.3,0.3,4.0,-1.0,0.135,fav,1,50,4.017844676017305e-05,7.443012345080289e-05,-4.017844676017305e-05,7.443012345080289e-05,3.6835648625109654,0.1180218746436714,0.09451565054190882,0.08467291701749415
0.01507537688442211,0.01507537688442211,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.0009381677639654193,0.000614926164719976,-0.0009381677639654193,0.000614926164719976,1.6337113986443064,0.03772873965371251,-0.2465224068454933,0.10866792750288812
0.016582914572864323,0.016582914572864323,0.3,0.3,4.0,-1.0,0.135,fav,1,50,4.8578826272300135e-05,8.996315061935598e-05,-4.8578826272300135e-05,8.996315061935598e-05,3.682160503484811,0.11793230335067534,0.0944586000835251,0.08458989614782192
0.016582914572864323,0.016582914572864323,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.0011337304054781815,0.0007429095242226324,-0.0011337304054781815,0.0007429095242226324,1.6331795164568863,0.037704119898370164,-0.24629462927058993,0.10853848241688517
0.018090452261306532,0.018090452261306532,0.3,0.3,4.0,-1.0,0.135,fav,1,50,5.776451907961562e-05,0.00010693690886610639,-5.776451907961562e-05,0.00010693690886610639,3.6806230109250704,0.11783426016885265,0.09439616261770878,0.08449905889302795
0.018090452261306532,0.018090452261306532,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.0013473422015800292,0.0008826258002935832,-0.0013473422015800292,0.0008826258002935832,1.6325971776136021,0.037677169234531356,-0.24604540909287148,0.10839688124665063
0.01959798994974874,0.01959798994974874,0.3,0.3,4.0,-1.0,0.135,fav,1,50,6.773153855361562e-05,0.0001253409524040128,-6.773153855361562e-05,0.0001253409524040128,3.678952552238958,0.11772776107117207,0.09432835074317256,0.08440042978851982
