P_perp,Pbar_perp,z,zbar,Q2,Cnn,mh,channel,flavor_index,nrep,coefficient_mean,coefficient_std,spin_correlation_mean,spin_correlation_std,D1_mean,D1_std,H1perp_mean,H1perp_std
0.01959798994974874,0.01959798994974874,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.0015788476063867158,0.0010339520426817673,-0.0015788476063867158,0.0010339520426817673,1.631964436245921,0.037647891426160124,-0.24577481431082585,0.10824317065583743
0.021105527638190954,0.021105527638190954,0.3,0.3,4.0,-1.0,0.135,fav,1,50,7.847556382059496e-05,0.00014516396294026048,-7.847556382059496e-05,0.00014516396294026048,3.677149309258356,0.11761282340291229,0.09425517813356236,0.0842940354557935
0.021105527638190954,0.021105527638190954,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.001828078199266788,0.0011967552170664391,-0.001828078199266788,0.0011967552170664391,1.6312813511558502,0.03761629056121288,-0.24548291869737188,0.10807740125722766
0.022613065326633167,0.022613065326633167,0.3,0.3,4.0,-1.0,0.135,fav,1,50,8.999194283278725e-05,0.0001663937585279969,-8.999194283278725e-05,0.0001663937585279969,3.675213478206796,0.1174894658772796,0.09417665953233934,0.08417990459066468
0.022613065326633167,0.022613065326633167,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.0020948528452445036,0.00137089235439265,-0.0020948528452445036,0.00137089235439265,1.630547985806827,0.037582371050667314,-0.2451698017655096,0.10789962758582451
0.024120603015075376,0.024120603015075376,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.00010227569567192541,0.00018901730308484431,-0.00010227569567192541,0.00018901730308484431,3.673145269663844,0.11735770857072261,0.09409281074726597,0.08405806795059234
0.024120603015075376,0.024120603015075376,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.002378977867306181,0.0015562107111717824,-0.002378977867306181,0.0015562107111717824,1.6297644083138847,0.037546137627693696,-0.24483554873133012,0.10770990806988447
0.025628140703517585,0.025628140703517585,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.00011532151808220836,0.0002130207165688021,-0.00011532151808220836,0.0002130207165688021,3.670944908526872,0.1172175729183443,0.09400364864449945,0.08392855834110342
0.025628140703517585,0.025628140703517585,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.002680247230400055,0.0017525479405257457,-0.002680247230400055,0.0017525479405257457,1.628930691433104,0.037507595346599885,-0.2444802504744085,0.1075083049999173
0.027135678391959798,0.027135678391959798,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.00012912378522945194,0.00023838928580151614,-0.00012912378522945194,0.00023838928580151614,3.66861263397027,0.11706908170865334,0.09390919114229503,0.08379141060132712
0.027135678391959798,0.027135678391959798,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.002998442736905746,0.001959732273738918,-0.002998442736905746,0.001959732273738918,1.6280469125503472,0.03746674958183048,-0.24410400349560818,0.10729488449566507
0.02864321608040201,0.02864321608040201,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.00014367655568300097,0.0002651074759282671,-0.00014367655568300097,0.0002651074759282671,3.666148699402068,0.11691225907780009,0.09380945720432393,0.08364666158864743
0.02864321608040201,0.02864321608040201,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.0033333342333358583,0.0021775827120678244,-0.0033333342333358583,0.0021775827120678244,1.627113153669282,0.0374236060268098,-0.24370690987232174,0.1070697164711012
0.03015075376884422,0.03015075376884422,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.00015897357561678205,0.0002931589425034173,-0.00015897357561678205,0.0002931589425034173,3.6635533724179994,0.1167471305042489,0.09370446683260823,0.08349435016248385
0.03015075376884422,0.03015075376884422,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.0036846798280189895,0.002405909228544802,-0.0036846798280189895,0.002405909228544802,1.6261295013986896,0.0373781706928919,-0.2432890772111816,0.10683287459745626
0.03165829145728643,0.03165829145728643,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.00017500828322567782,0.00032252654418945924,-0.00017500828322567782,0.00032252654418945924,3.660826934753026,0.1165737228019602,0.09359424106007781,0.08333451716721006
0.03165829145728643,0.03165829145728643,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.0040522261195005,0.0026445129794987043,-0.0040522261195005,0.0026445129794987043,1.6250960469390738,0.0373304499079633,-0.24285061859826798,0.10658443626431438
0.033165829145728645,0.033165829145728645,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.00019177381335322018,0.0003531923560572233,-0.00019177381335322018,0.0003531923560572233,3.6579696822303016,0.11639206411471137,0.09347880194275283,0.08316720541422075
0.033165829145728645,0.033165829145728645,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.004435708435384981,0.002893186525502811,-0.004435708435384981,0.002893186525502811,1.624012886068559,0.03728045031516854,-0.2423916525468489,0.10632448253880046
0.034673366834170855,0.034673366834170855,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.00020926300232640687,0.00038513768347423253,-0.00020926300232640687,0.00038513768347423253,3.654981924707635,0.11620218390862842,0.0933581725515561,0.08299245966315924
0.034673366834170855,0.034673366834170855,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.004834851081332226,0.003151714061447798,-0.004834851081332226,0.003151714061447798,1.6228801191280857,0.03722817887166049,-0.24191230294268723,0.10605309812288849
0.036180904522613064,0.036180904522613064,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0002274683929932722,0.0004183430765676458,-0.0002274683929932722,0.0004183430765676458,3.651863986021429,0.11600411296543713,0.09323237696376023,0.08281032660231559
0.036180904522613064,0.036180904522613064,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.00524936759990691,0.0034198716554258955,-0.00524936759990691,0.0034198716554258955,1.6216978510059135,0.0371736428470558,-0.24141269898694845,0.10577037130886607
0.03768844221105527,0.03768844221105527,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.00024638223995866135,0.00045278834524768377,-0.00024638223995866135,0.00045278834524768377,3.6486162039281216,0.11579788337488545,0.09310144025407396,0.08262085482820843
0.03768844221105527,0.03768844221105527,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.005678961038970921,0.003697427496100891,-0.005678961038970921,0.003697427496100891,1.6204661911214273,0.03711684982183954,-0.24089297513674945,0.10547639393298275
0.03919597989949748,0.03919597989949748,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0002659965150134881,0.0004884525747769213,-0.0002659965150134881,0.0004884525747769213,3.645238930043145,0.1155835285272034,0.09296538848537308,0.08242409482436279
0.03919597989949748,0.03919597989949748,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.006123324229296642,0.003984142148227906,-0.006123324229296642,0.003984142148227906,1.6191852534082452,0.03705780768612212,-0.2403532710433846,0.1051712613273238
0.0407035175879397,0.0407035175879397,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0002863029127525941,0.0005253141418703255,-0.0002863029127525941,0.0005253141418703255,3.6417325297774257,0.11536108310489177,0.09282424869907974,0.08222009893929752
0.0407035175879397,0.0407035175879397,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.006582140071069074,0.0042797688159768145,-0.006582140071069074,0.0042797688159768145,1.6178551562966497,0.03699652463767376,-0.23979373148827135,0.10485507226993519
0.04221105527638191,0.04221105527638191,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.00030729285637615957,0.0005633507313104322,-0.00030729285637615957,0.0005633507313104322,3.6380973822714164,0.11513058307460021,0.09267804890519776,0.08200892136373451
0.04221105527638191,0.04221105527638191,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.007055081828935099,0.004584053613703138,-0.007055081828935099,0.004584053613703138,1.6164760226953276,0.03693300918036631,-0.23921450631665686,0.10452792893324347
0.04371859296482412,0.04371859296482412,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0003289575036694723,0.0006025393530615908,-0.0003289575036694723,0.0006025393530615908,3.6343338803267238,0.11489206567804244,0.09252681807200679,0.08179061810704594
0.04371859296482412,0.04371859296482412,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.007541813435248689,0.004896735843801618,-0.007541813435248689,0.004896735843801618,1.6150479799724275,0.03686727012254681,-0.238615750369128,0.10418993683080639
0.04522613065326633,0.04522613065326633,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.00035128775315570006,0.000642856359866764,-0.00035128775315570006,0.000642856359866764,3.6304424303352785,0.11464556942370502,0.09237058611542319,0.08156524697295116
0.04522613065326633,0.04522613065326633,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.008041989801152293,0.005217548281268779,-0.008041989801152293,0.005217548281268779,1.6135711599359523,0.036799316575029654,-0.23799762341097075,0.10384120476242997
0.04673366834170854,0.04673366834170854,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0003742742504161782,0.000684277465309936,-0.0003742742504161782,0.000684277465309936,3.6264234522061445,0.11439113407703613,0.09220938388803174,0.081332867534481
0.04673366834170854,0.04673366834170854,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.008555257135126271,0.005546217464593146,-0.008555257135126271,0.005546217464593146,1.6120456988134684,0.036729157949266004,-0.237360290059423,0.10348184475769658
0.04824120603015075,0.04824120603015075,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0003979073945725878,0.0007267777623267874,-0.0003979073945725878,0.0007267777623267874,3.6222773792899234,0.1141288006511639,0.09204324316779582,0.08109354110822203
0.04824120603015075,0.04824120603015075,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.009081253268630603,0.00588246399258449,-0.009081253268630603,0.00588246399258449,1.6104717372311514,0.03665680395554221,-0.23670391970887028,0.10311197201794202
0.04974874371859296,0.04974874371859296,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.00042217734492525755,0.0007703317421458935,-0.00042217734492525755,0.0007703317421458935,3.6180046583008036,0.11385861139719512,0.09187219664645035,0.08084733072785946
0.04974874371859296,0.04974874371859296,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.009619607988455929,0.006226002826746589,-0.009619607988455929,0.006226002826746589,1.6088494201921717,0.03658226460086289,-0.2360286864540303,0.10273170485672427
0.05125628140703517,0.05125628140703517,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.00044707402774171766,0.0008149133136423622,-0.00044707402774171766,0.0008149133136423622,3.613605749236281,0.11358060979367464,0.09169627791758582,0.08059430111703157
0.05125628140703517,0.05125628140703517,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.010169943375394319,0.006576543598792459,-0.010169943375394319,0.006576543598792459,1.6071788970544194,0.03650555018690424,-0.2353347690111783,0.10234116463882643
0.052763819095477386,0.052763819095477386,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.00047258714318949504,0.0008604958230854566,-0.00047258714318949504,0.0008604958230854566,3.6090811252945283,0.11329484053675193,0.09151552146442808,0.0803345186615151
0.052763819095477386,0.052763819095477386,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.010731874148834239,0.006933790922895028,-0.010731874148834239,0.006933790922895028,1.6054603215075736,0.03642667130799045,-0.23462235063746129,0.10194047571784014
0.054271356783919596,0.054271356783919596,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0004987061724070457,0.0009070520742614535,-0.0004987061724070457,0.0009070520742614535,3.604431272789496,0.1130013495290628,0.0913299626473219,0.08006805138075614
0.054271356783919596,0.054271356783919596,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.011305008016878577,0.007297444712262067,-0.011305008016878577,0.007297444712262067,1.6036938515495291,0.03634563884880713,-0.233891619048356,0.10152976537237025
0.055778894472361805,0.055778894472361805,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0005254203847066072,0.0009545543489526677,-0.0005254203847066072,0.0009545543489526677,3.5996566910637076,0.11270018386910759,0.09113963769092409,0.07979496889876564
0.055778894472361805,0.055778894472361805,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.011888946031579776,0.007667200499619731,-0.011888946031579776,0.007667200499619731,1.6018796494621736,0.036262463982264403,-0.23314276633332084,0.10110916374091065
0.05728643216080402,0.05728643216080402,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0005527188449026551,0.0010029744277533132,-0.0005527188449026551,0.0010029744277533132,3.594757892398821,0.11239139183959278,0.09094458367111379,0.07951534241439569
0.05728643216080402,0.05728643216080402,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.012483282948881767,0.008042749761185769,-0.012483282948881767,0.008042749761185769,1.600017881786531,0.03617715816715042,-0.23237598886969754,0.10067880375543457
0.05879396984924623,0.05879396984924623,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0005805904207595594,0.0010522836112026022,-0.0005805904207595594,0.0010522836112026022,3.5897354019239383,0.11207502289626729,0.09074483850162667,0.07922924467101511
0.05879396984924623,0.05879396984924623,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.013087607592854602,0.008423780243710804,-0.013087607592854602,0.008423780243710804,1.598108719297266,0.03608973314590411,-0.2315914872349158,0.100238821073751
0.06030150753768844,0.06030150753768844,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0006090237905519597,0.0011024527412152672,-0.0006090237905519597,0.0011024527412152672,3.5845897575216976,0.11175112765622017,0.09054044092041998,0.07893674992560276
0.06030150753768844,0.06030150753768844,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.013701503223804623,0.008809976294163876,-0.013701503223804623,0.008809976294163876,1.5961523369765727,0.03600020094199759,-0.23078946611705922,0.09978935401066695
0.06180904522613065,0.06180904522613065,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0006380074507312821,0.0011534522227894723,-0.0006380074507312821,0.0011534522227894723,3.5793215097322015,0.11141975788545824,0.09033143047577653,0.07863793391727623
0.06180904522613065,0.06180904522613065,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.014324547909840384,0.009201019191636772,-0.014324547909840384,0.009201019191636772,1.594148913987426,0.035908573857694255,-0.22997013422384616,0.09933054346801604
0.06331658291457286,0.06331658291457286,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0006675297236917733,0.001205252045971897,-0.0006675297236917733,0.001205252045971897,3.5739312216547523,0.11108096648708082,0.09011784751215401,0.07833287383527633
0.06331658291457286,0.06331658291457286,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.014956314901472456,0.00959658748104152,-0.014956314901472456,0.00959658748104152,1.5920986336462297,0.03581486447147624,-0.22913370419008566,0.09886253286359206
0.06482412060301507,0.06482412060301507,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0006975787656293525,0.001257821808059622,-0.0006975787656293525,0.001257821808059622,3.568419468847474,0.11073480748830364,0.08989973315578795,0.07802164828642454
0.06482412060301507,0.06482412060301507,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.015596373008824025,0.009996357308174527,-0.015596373008824025,0.009996357308174527,1.5900016833948458,0.03571908563550805,-0.22828039248366486,0.09838546805904612
0.06633165829145729,0.06633165829145729,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0007281425744865208,0.00131113073601829,-0.0007281425744865208,0.00131113073601829,3.5627868392247923,0.11038133602801653,0.08967712930005596,0.07770433726207379
0.06633165829145729,0.06633165829145729,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.01624428698102824,0.010400002755721957,-0.01624428698102824,0.010400002755721957,1.587858254772029,0.03562125047284369,-0.2274104193101289,0.09789949728679025
0.0678391959798995,0.0678391959798995,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0007592089979765368,0.0013651477090959284,-0.0007592089979765368,0.0013651477090959284,3.557033932952856,0.11002060834322695,0.08945007859061035,0.0773810221045731
0.0678391959798995,0.0678391959798995,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.016899617887388134,0.010807196179781531,-0.016899617887388134,0.010807196179781531,1.5856685433842495,0.035521372375078554,-0.2265240085159109,0.09740477107596691
0.06934673366834171,0.06934673366834171,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.000790765741680012,0.0014198412816117001,-0.000790765741680012,0.0014198412816117001,3.5511613623428517,0.10965268175672387,0.08921862441028793,0.07705178547326332
0.06934673366834171,0.06934673366834171,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.017561923499875048,0.011217608546478694,-0.017561923499875048,0.011217608546478694,1.5834327488759365,0.0354194649993319,-0.2256213874902748,0.09690144217752658
0.07085427135678392,0.07085427135678392,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0008228003772070414,0.0014751797058988002,-0.0008228003772070414,0.0014751797058988002,3.5451697517423417,0.10927761466215698,0.08898281086380376,0.07671671131002711
0.07085427135678392,0.07085427135678392,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.018230758676542887,0.011630909768256205,-0.018230758676542887,0.011630909768256205,1.5811510748991295,0.035315542265703145,-0.22470278706602964,0.0963896654884763
0.07236180904522613,0.07236180904522613,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0008553003504179835,0.0015311309553806601,-0.0008553003504179835,0.0015311309553806601,3.5390597374245276,0.10889546651164254,0.08874268276223826,0.07637588480441106
0.07236180904522613,0.07236180904522613,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.01890567574543644,0.012046769039420374,-0.01890567574543644,0.012046769039420374,1.578823729082552,0.03520961835424604,-0.22376844141907906,0.09586959797534195
0.07386934673366834,0.07386934673366834,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0008882529896959508,0.0015876627477596171,-0.0008882529896959508,0.0015876627477596171,3.5328319674755853,0.10850629780084363,0.08849828560732494,0.07602939235834125
0.07386934673366834,0.07386934673366834,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.019586224888574543,0.01246485517053055,-0.019586224888574543,0.01246485517053055,1.5764509230001114,0.0351017077022976,-0.22281858796686663,0.09534139859690241
0.07537688442211055,0.07537688442211055,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0009216455142640815,0.0016447425682971915,-0.0009216455142640815,0.0016447425682971915,3.5264871016800097,0.10811017005508655,0.08824966557554664,0.07567732155045341
0.07537688442211055,0.07537688442211055,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.02027195452559119,0.012884836921222225,-0.02027195452559119,0.012884836921222225,1.5740328721388377,0.03499182500133108,-0.22185346726577965,0.09480522822624937
0.07688442211055276,0.07688442211055276,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0009554650425406555,0.001702337693165139,-0.0009554650425406555,0.001702337693165139,3.52002581140405,0.10770714581494961,0.08799686950204967,0.07531976110005745
0.07688442211055276,0.07688442211055276,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.020962411696620945,0.013306383331059997,-0.020962411696620945,0.013306383331059997,1.571569795866252,0.03487998519434022,-0.220873322907576,0.09426124957222023
0.07839195979899496,0.07839195979899496,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0009896986005251119,0.0017604152128465284,-0.0009896986005251119,0.0017604152128465284,3.5134487794772506,0.10729728862145262,0.08773994486438332,0.07495680083075738
0.07839195979899496,0.07839195979899496,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.021657142444018868,0.01372916404802096,-0.021657142444018868,0.01372916404802096,1.5690619173971998,0.03476620347239276,-0.219878401414894,0.09370962710026658
0.07989949748743719,0.07989949748743719,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0010243331302080424,0.0018189420555661103,-0.0010243331302080424,0.0018189420555661103,3.5067567000721156,0.10688066300112001,0.08747893976607299,0.07458853163374904
0.07989949748743719,0.07989949748743719,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.02235569219250905,0.014152849654216119,-0.02235569219250905,0.014152849654216119,1.5665094637601222,0.034650495271864756,-0.21886895213591212,0.09315052695280304
0.0814070351758794,0.0814070351758794,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0010593554979982445,0.0018778850107293921,-0.0010593554979982445,0.0018778850107293921,3.4999502785819363,0.10645733445104036,0.08721390292003646,0.07421504543081454
0.0814070351758794,0.0814070351758794,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.023057606127360984,0.014577111988463379,-0.023057606127360984,0.014577111988463379,1.563912665762799,0.0345328762713418,-0.21784522713822108,0.09258411686909736
0.0829145728643216,0.0829145728643216,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.0010947525031599482,0.0019372107523499174,-0.0010947525031599482,0.0019372107523499174,3.493030231496811,0.10602736942373009,0.08694488363185039,0.07383643513703671
0.0829145728643216,0.0829145728643216,0.3,0.3,4.0,-1.0,0.135,unf,3,50,0.023762429570198154,0.015001624465333048,-0.023762429570198154,0.015001624465333048,1.5612717579575617,0.03441336238814607,-0.21680748110197112,0.09201056610475114
0.08442211055276382,0.08442211055276382,0.3,0.3,4.0,-1.0,0.135,fav,1,50,0.001130510886253354,0.0019968858624444,-0.001130510886253354,0.0019968858624444,3.485997286277893,0.10559083531127572,0.08667193178287684,0.07345279462325328
