z,pT,z_pT,Q2,flavor,flavor_index,nrep,weighted_collins_mean,weighted_collins_std
0.3,0.09547738693467336,0.028643216080402007,4.0,unf,3,50,-0.005485470311038294,0.002409975782882867
0.3,0.10050251256281408,0.03015075376884422,4.0,fav,1,50,0.002337002135377133,0.0020823604382726067
0.3,0.10050251256281408,0.03015075376884422,4.0,unf,3,50,-0.006067662643789871,0.0026644264089217334
0.3,0.10552763819095477,0.03165829145728643,4.0,fav,1,50,0.002573514031320092,0.0022914075352717185
0.3,0.10552763819095477,0.03165829145728643,4.0,unf,3,50,-0.0066775419876126205,0.002930698931256727
0.3,0.11055276381909548,0.033165829145728645,4.0,fav,1,50,0.0028209625670565347,0.002509783698596139
0.3,0.11055276381909548,0.033165829145728645,4.0,unf,3,50,-0.007314789708370308,0.0032086139206971903
0.3,0.11557788944723618,0.034673366834170855,4.0,fav,1,50,0.0030792633855905977,0.0027373676598022824
0.3,0.11557788944723618,0.034673366834170855,4.0,unf,3,50,-0.007979073246789908,0.0034979843012449287
0.3,0.12060301507537688,0.036180904522613064,4.0,fav,1,50,0.003348328535856643,0.0029740331487410235
0.3,0.12060301507537688,0.036180904522613064,4.0,unf,3,50,-0.00867004634291766,0.0037986155028450017
0.3,0.12562814070351758,0.03768844221105527,4.0,fav,1,50,0.0036280665165143423,0.003219648978039291
0.3,0.12562814070351758,0.03768844221105527,4.0,unf,3,50,-0.009387349269485857,0.004110305620048519
0.3,0.1306532663316583,0.03919597989949749,4.0,fav,1,50,0.0039183823214410775,0.0034740791307657634
0.3,0.1306532663316583,0.03919597989949749,4.0,unf,3,50,-0.010130609073990089,0.004432845576431754
0.3,0.135678391959799,0.0407035175879397,4.0,fav,1,50,0.004219177486890321,0.003737182851209197
0.3,0.135678391959799,0.0407035175879397,4.0,unf,3,50,-0.010899439829269171,0.004766019294610823
0.3,0.1407035175879397,0.04221105527638191,4.0,fav,1,50,0.004530350140283591,0.0040088147386955165
0.3,0.1407035175879397,0.04221105527638191,4.0,unf,3,50,-0.011693442892373585,0.0051096038716856775
0.3,0.1457286432160804,0.04371859296482412,4.0,fav,1,50,0.004851795050602458,0.004288824844367354
0.3,0.1457286432160804,0.04371859296482412,4.0,unf,3,50,-0.012512207171500948,0.005463369759942349
0.3,0.15075376884422112,0.04522613065326633,4.0,fav,1,50,0.005183403680346075,0.004577058770847604
0.3,0.15075376884422112,0.04522613065326633,4.0,unf,3,50,-0.013355309400771063,0.005827080952637561
0.3,0.15577889447236182,0.04673366834170854,4.0,fav,1,50,0.005525064239018689,0.004873357774706165
0.3,0.15577889447236182,0.04673366834170854,4.0,unf,3,50,-0.01422231442260658,0.0062004951746851755
0.3,0.16080402010050251,0.04824120603015075,4.0,fav,1,50,0.00587666173811067,0.005177558871647114
0.3,0.16080402010050251,0.04824120603015075,4.0,unf,3,50,-0.015112775477479405,0.006583364078059679
0.3,0.1658291457286432,0.04974874371859296,4.0,fav,1,50,0.0062380780475355495,0.005489494944331371
0.3,0.1658291457286432,0.04974874371859296,4.0,unf,3,50,-0.01602623450077729,0.006975433441727692
0.3,0.1708542713567839,0.05125628140703517,4.0,fav,1,50,0.006609191953484726,0.005808994852748045
0.3,0.1708542713567839,0.05125628140703517,4.0,unf,3,50,-0.016962222426539428,0.007376443375914456
