z,pT,z_pT,Q2,flavor,flavor_index,nrep,unpolarized_ff_mean,unpolarized_ff_std
0.3,0.5628140703517588,0.16884422110552763,4.0,fav,1,50,2.938637472961549,0.07307456292393974
0.3,0.5628140703517588,0.16884422110552763,4.0,unf,3,50,1.3470423384593695,0.025081808195572288
0.3,0.5678391959798995,0.17035175879396985,4.0,fav,1,50,2.9266586428646395,0.07239710731505941
0.3,0.5678391959798995,0.17035175879396985,4.0,unf,3,50,1.3423514758957653,0.02488592969661673
0.3,0.5728643216080402,0.17185929648241208,4.0,fav,1,50,2.9146228664810128,0.07171799792870265
0.3,0.5728643216080402,0.17185929648241208,4.0,unf,3,50,1.3376354790834089,0.024689386371351214
0.3,0.577889447236181,0.17336683417085427,4.0,fav,1,50,2.902531251093318,0.07103732587737985
0.3,0.577889447236181,0.17336683417085427,4.0,unf,3,50,1.3328947284470025,0.02449220156125052
0.3,0.5829145728643216,0.17487437185929647,4.0,fav,1,50,2.890384905472308,0.0703551821165189
0.3,0.5829145728643216,0.17487437185929647,4.0,unf,3,50,1.328129605366533,0.02429439860662627
0.3,0.5879396984924623,0.1763819095477387,4.0,fav,1,50,2.8781849397097097,0.06967165742680731
0.3,0.5879396984924623,0.1763819095477387,4.0,unf,3,50,1.3233404921266136,0.02409600084315164
0.3,0.592964824120603,0.17788944723618091,4.0,fav,1,50,2.8659324650515576,0.0689868423965657
0.3,0.592964824120603,0.17788944723618091,4.0,unf,3,50,1.3185277718658808,0.023897031597417306
0.3,0.5979899497487438,0.1793969849246231,4.0,fav,1,50,2.8536285937320134,0.06830082740418143
0.3,0.5979899497487438,0.1793969849246231,4.0,unf,3,50,1.3136918285264332,0.02369751418308078
0.3,0.6030150753768845,0.18090452261306533,4.0,fav,1,50,2.841274438807712,0.06761370260148894
0.3,0.6030150753768845,0.18090452261306533,4.0,unf,3,50,1.3088330468033351,0.023497471896740212
0.3,0.6080402010050251,0.18241206030150753,4.0,fav,1,50,2.8288711139926845,0.06692555789595211
0.3,0.6080402010050251,0.18241206030150753,4.0,unf,3,50,1.3039518120941809,0.02329692801408172
0.3,0.6130653266331658,0.18391959798994975,4.0,fav,1,50,2.816419733493862,0.06623648293410771
0.3,0.6130653266331658,0.18391959798994975,4.0,unf,3,50,1.2990485104487457,0.023095905785729037
0.3,0.6180904522613065,0.18542713567839195,4.0,fav,1,50,2.8039214118472198,0.06554656708458671
0.3,0.6180904522613065,0.18542713567839195,4.0,unf,3,50,1.2941235285187154,0.022894428433479417
0.3,0.6231155778894473,0.18693467336683417,4.0,fav,1,50,2.791377263754571,0.06485589942173103
0.3,0.6231155778894473,0.18693467336683417,4.0,unf,3,50,1.2891772535075137,0.022692519146283455
0.3,0.628140703517588,0.1884422110552764,4.0,fav,1,50,2.7787884039210717,0.06416456870867572
0.3,0.628140703517588,0.1884422110552764,4.0,unf,3,50,1.2842100731202413,0.0224902010762287
0.3,0.6331658291457286,0.1899497487437186,4.0,fav,1,50,2.7661559468934396,0.06347266338136393
0.3,0.6331658291457286,0.1899497487437186,4.0,unf,3,50,1.2792223755137113,0.022287497334925317
0.3,0.6381909547738693,0.19145728643216078,4.0,fav,1,50,2.7534810068989337,0.0627802715322979
0.3,0.6381909547738693,0.19145728643216078,4.0,unf,3,50,1.2742145492466275,0.022084430989404623
0.3,0.6432160804020101,0.192964824120603,4.0,fav,1,50,2.7407646976851368,0.06208748089442665
0.3,0.6432160804020101,0.192964824120603,4.0,unf,3,50,1.2691869832298805,0.02188102505830063
0.3,0.6482412060301508,0.19447236180904523,4.0,fav,1,50,2.7280081323605345,0.06139437882585385
0.3,0.6482412060301508,0.19447236180904523,4.0,unf,3,50,1.2641400666769822,0.021677302508266858
0.3,0.6532663316582915,0.19597989949748745,4.0,fav,1,50,2.7152124232359824,0.060701052293443206
0.3,0.6532663316582915,0.19597989949748745,4.0,unf,3,50,1.2590741890546595,0.021473286249988077
0.3,0.6582914572864321,0.19748743718592962,4.0,fav,1,50,2.7023786816670237,0.06000758785806929
0.3,0.6582914572864321,0.19748743718592962,4.0,unf,3,50,1.2539897400335973,0.021268999134366064
0.3,0.6633165829145728,0.19899497487437184,4.0,fav,1,50,2.689508017897138,0.05931407165910682
0.3,0.6633165829145728,0.19899497487437184,4.0,unf,3,50,1.2488871094393468,0.021064463949060898
0.3,0.6683417085427136,0.20050251256281407,4.0,fav,1,50,2.6766015409019372,0.058620589399290005
0.3,0.6683417085427136,0.20050251256281407,4.0,unf,3,50,1.2437666872034105,0.02085970341456723
0.3,0.6733668341708543,0.2020100502512563,4.0,fav,1,50,2.663660358234316,0.057927226330232374
0.3,0.6733668341708543,0.2020100502512563,4.0,unf,3,50,1.2386288633145088,0.020654740180751616
0.3,0.678391959798995,0.2035175879396985,4.0,fav,1,50,2.6506855758706234,0.05723406723770098
