z,Q2,flavor,flavor_index,nrep,H1perp1_mean,H1perp1_std
0.12819095477386935,4.0,s,5,50,-10.88238364589234,4.5527065602138626
0.12819095477386935,4.0,sb,6,50,-10.88238364589234,4.5527065602138626
0.12819095477386935,4.0,c,7,50,0.0,0.0
0.12819095477386935,4.0,cb,8,50,0.0,0.0
0.12819095477386935,4.0,b,9,50,0.0,0.0
0.12819095477386935,4.0,bb,10,50,0.0,0.0
0.13311557788944725,4.0,u,1,50,3.582282103041273,2.2104932936812554
0.13311557788944725,4.0,ub,2,50,-10.02254750167107,4.0488659985274555
0.13311557788944725,4.0,d,3,50,-10.02254750167107,4.0488659985274555
0.13311557788944725,4.0,db,4,50,3.582282103041273,2.2104932936812554
0.13311557788944725,4.0,s,5,50,-10.02254750167107,4.0488659985274555
0.13311557788944725,4.0,sb,6,50,-10.02254750167107,4.0488659985274555
0.13311557788944725,4.0,c,7,50,0.0,0.0
0.13311557788944725,4.0,cb,8,50,0.0,0.0
0.13311557788944725,4.0,b,9,50,0.0,0.0
0.13311557788944725,4.0,bb,10,50,0.0,0.0
0.13804020100502515,4.0,u,1,50,3.524694045998347,2.107195911591724
0.13804020100502515,4.0,ub,2,50,-9.225215975557187,3.603659357045758
0.13804020100502515,4.0,d,3,50,-9.225215975557187,3.603659357045758
0.13804020100502515,4.0,db,4,50,3.524694045998347,2.107195911591724
0.13804020100502515,4.0,s,5,50,-9.225215975557187,3.603659357045758
0.13804020100502515,4.0,sb,6,50,-9.225215975557187,3.603659357045758
0.13804020100502515,4.0,c,7,50,0.0,0.0
0.13804020100502515,4.0,cb,8,50,0.0,0.0
0.13804020100502515,4.0,b,9,50,0.0,0.0
0.13804020100502515,4.0,bb,10,50,0.0,0.0
0.14296482412060302,4.0,u,1,50,3.461445275448316,2.005347176950145
0.14296482412060302,4.0,ub,2,50,-8.487040702470757,3.2106410525908737
0.14296482412060302,4.0,d,3,50,-8.487040702470757,3.2106410525908737
0.14296482412060302,4.0,db,4,50,3.461445275448316,2.005347176950145
0.14296482412060302,4.0,s,5,50,-8.487040702470757,3.2106410525908737
0.14296482412060302,4.0,sb,6,50,-8.487040702470757,3.2106410525908737
0.14296482412060302,4.0,c,7,50,0.0,0.0
0.14296482412060302,4.0,cb,8,50,0.0,0.0
