z,Q2,flavor,flavor_index,nrep,H1perp1_mean,H1perp1_std
0.21683417085427137,4.0,u,1,50,2.203603647002771,0.804862719692735
0.21683417085427137,4.0,ub,2,50,-2.4291956266508685,0.6912217474717333
0.21683417085427137,4.0,d,3,50,-2.4291956266508685,0.6912217474717333
0.21683417085427137,4.0,db,4,50,2.203603647002771,0.804862719692735
0.21683417085427137,4.0,s,5,50,-2.4291956266508685,0.6912217474717333
0.21683417085427137,4.0,sb,6,50,-2.4291956266508685,0.6912217474717333
0.21683417085427137,4.0,c,7,50,0.0,0.0
0.21683417085427137,4.0,cb,8,50,0.0,0.0
0.21683417085427137,4.0,b,9,50,0.0,0.0
0.21683417085427137,4.0,bb,10,50,0.0,0.0
0.22175879396984927,4.0,u,1,50,2.1174837136793596,0.7505029221012514
0.22175879396984927,4.0,ub,2,50,-2.2446963292406594,0.6318461812778711
0.22175879396984927,4.0,d,3,50,-2.2446963292406594,0.6318461812778711
0.22175879396984927,4.0,db,4,50,2.1174837136793596,0.7505029221012514
0.22175879396984927,4.0,s,5,50,-2.2446963292406594,0.6318461812778711
0.22175879396984927,4.0,sb,6,50,-2.2446963292406594,0.6318461812778711
0.22175879396984927,4.0,c,7,50,0.0,0.0
0.22175879396984927,4.0,cb,8,50,0.0,0.0
0.22175879396984927,4.0,b,9,50,0.0,0.0
0.22175879396984927,4.0,bb,10,50,0.0,0.0
0.22668341708542716,4.0,u,1,50,2.03265984694047,0.6992622563397023
0.22668341708542716,4.0,ub,2,50,-2.076585325227005,0.5782058813443223
0.22668341708542716,4.0,d,3,50,-2.076585325227005,0.5782058813443223
0.22668341708542716,4.0,db,4,50,2.03265984694047,0.6992622563397023
0.22668341708542716,4.0,s,5,50,-2.076585325227005,0.5782058813443223
0.22668341708542716,4.0,sb,6,50,-2.076585325227005,0.5782058813443223
0.22668341708542716,4.0,c,7,50,0.0,0.0
0.22668341708542716,4.0,cb,8,50,0.0,0.0
0.22668341708542716,4.0,b,9,50,0.0,0.0
0.22668341708542716,4.0,bb,10,50,0.0,0.0
0.23160804020100503,4.0,u,1,50,1.9493024335724822,0.6510583272644261
0.23160804020100503,4.0,ub,2,50,-1.9234669504919752,0.5296699510501663
0.23160804020100503,4.0,d,3,50,-1.9234669504919752,0.5296699510501663
0.23160804020100503,4.0,db,4,50,1.9493024335724822,0.6510583272644261
0.23160804020100503,4.0,s,5,50,-1.9234669504919752,0.5296699510501663
0.23160804020100503,4.0,sb,6,50,-1.9234669504919752,0.5296699510501663
0.23160804020100503,4.0,c,7,50,0.0,0.0
0.23160804020100503,4.0,cb,8,50,0.0,0.0
0.23160804020100503,4.0,b,9,50,0.0,0.0
0.23160804020100503,4.0,bb,10,50,0.0,0.0
0.23653266331658293,4.0,u,1,50,1.8675620732997442,0.6058003854690799
0.23653266331658293,4.0,ub,2,50,-1.784049286155934,0.48569711201091503
0.23653266331658293,4.0,d,3,50,-1.784049286155934,0.48569711201091503
0.23653266331658293,4.0,db,4,50,1.8675620732997442,0.6058003854690799
0.23653266331658293,4.0,s,5,50,-1.784049286155934,0.48569711201091503
0.23653266331658293,4.0,sb,6,50,-1.784049286155934,0.48569711201091503
0.23653266331658293,4.0,c,7,50,0.0,0.0
0.23653266331658293,4.0,cb,8,50,0.0,0.0
0.23653266331658293,4.0,b,9,50,0.0,0.0
0.23653266331658293,4.0,bb,10,50,0.0,0.0
0.24145728643216083,4.0,u,1,50,1.7875706971187748,0.5633906838734454
0.24145728643216083,4.0,ub,2,50,-1.6571383727101292,0.4458215397672833
0.24145728643216083,4.0,d,3,50,-1.6571383727101292,0.4458215397672833
0.24145728643216083,4.0,db,4,50,1.7875706971187748,0.5633906838734454
0.24145728643216083,4.0,s,5,50,-1.6571383727101292,0.4458215397672833
0.24145728643216083,4.0,sb,6,50,-1.6571383727101292,0.4458215397672833
0.24145728643216083,4.0,c,7,50,0.0,0.0
0.24145728643216083,4.0,cb,8,50,0.0,0.0
0.24145728643216083,4.0,b,9,50,0.0,0.0
0.24145728643216083,4.0,bb,10,50,0.0,0.0
0.2463819095477387,4.0,u,1,50,1.7094426657398452,0.5237257326983062
0.2463819095477387,4.0,ub,2,50,-1.5416324738510983,0.4096405698645315
0.2463819095477387,4.0,d,3,50,-1.5416324738510983,0.4096405698645315
0.2463819095477387,4.0,db,4,50,1.7094426657398452,0.5237257326983062
0.2463819095477387,4.0,s,5,50,-1.5416324738510983,0.4096405698645315
0.2463819095477387,4.0,sb,6,50,-1.5416324738510983,0.4096405698645315
0.2463819095477387,4.0,c,7,50,0.0,0.0
0.2463819095477387,4.0,cb,8,50,0.0,0.0
0.2463819095477387,4.0,b,9,50,0.0,0.0
0.2463819095477387,4.0,bb,10,50,0.0,0.0
0.2513065326633166,4.0,u,1,50,1.6332758445137592,0.4866974544867111
0.2513065326633166,4.0,ub,2,50,-1.4365164423315244,0.3768041369346906
0.2513065326633166,4.0,d,3,50,-1.4365164423315244,0.3768041369346906
0.2513065326633166,4.0,db,4,50,1.6332758445137592,0.4866974544867111
0.2513065326633166,4.0,s,5,50,-1.4365164423315244,0.3768041369346906
0.2513065326633166,4.0,sb,6,50,-1.4365164423315244,0.3768041369346906
0.2513065326633166,4.0,c,7,50,0.0,0.0
0.2513065326633166,4.0,cb,8,50,0.0,0.0
0.2513065326633166,4.0,b,9,50,0.0,0.0
0.2513065326633166,4.0,bb,10,50,0.0,0.0
0.2562311557788945,4.0,u,1,50,1.5591526518317378,0.4521942417901907
0.2562311557788945,4.0,ub,2,50,-1.340856228821093,0.34700578721100894
0.2562311557788945,4.0,d,3,50,-1.340856228821093,0.34700578721100894
0.2562311557788945,4.0,db,4,50,1.5591526518317378,0.4521942417901907
0.2562311557788945,4.0,s,5,50,-1.340856228821093,0.34700578721100894
0.2562311557788945,4.0,sb,6,50,-1.340856228821093,0.34700578721100894
0.2562311557788945,4.0,c,7,50,0.0,0.0
0.2562311557788945,4.0,cb,8,50,0.0,0.0
0.2562311557788945,4.0,b,9,50,0.0,0.0
0.2562311557788945,4.0,bb,10,50,0.0,0.0
0.2611557788944724,4.0,u,1,50,1.4871410785222243,0.4201019211564448
0.2611557788944724,4.0,ub,2,50,-1.253793565255936,0.3199750959655301
0.2611557788944724,4.0,d,3,50,-1.253793565255936,0.3199750959655301
0.2611557788944724,4.0,db,4,50,1.4871410785222243,0.4201019211564448
0.2611557788944724,4.0,s,5,50,-1.253793565255936,0.3199750959655301
0.2611557788944724,4.0,sb,6,50,-1.253793565255936,0.3199750959655301
0.2611557788944724,4.0,c,7,50,0.0,0.0
0.2611557788944724,4.0,cb,8,50,0.0,0.0
0.2611557788944724,4.0,b,9,50,0.0,0.0
0.2611557788944724,4.0,bb,10,50,0.0,0.0
0.2660804020100503,4.0,u,1,50,1.4172956762388929,0.39030462810714683
0.2660804020100503,4.0,ub,2,50,-1.174540846182168,0.2954713233225838
0.2660804020100503,4.0,d,3,50,-1.174540846182168,0.2954713233225838
0.2660804020100503,4.0,db,4,50,1.4172956762388929,0.39030462810714683
0.2660804020100503,4.0,s,5,50,-1.174540846182168,0.2954713233225838
0.2660804020100503,4.0,sb,6,50,-1.174540846182168,0.2954713233225838
0.2660804020100503,4.0,c,7,50,0.0,0.0
0.2660804020100503,4.0,cb,8,50,0.0,0.0
0.2660804020100503,4.0,b,9,50,0.0,0.0
0.2660804020100503,4.0,bb,10,50,0.0,0.0
0.2710050251256282,4.0,u,1,50,1.3496585132470396,0.362685598841472
0.2710050251256282,4.0,ub,2,50,-1.1023762249426712,0.27327815199113936
0.2710050251256282,4.0,d,3,50,-1.1023762249426712,0.27327815199113936
0.2710050251256282,4.0,db,4,50,1.3496585132470396,0.362685598841472
0.2710050251256282,4.0,s,5,50,-1.1023762249426712,0.27327815199113936
0.2710050251256282,4.0,sb,6,50,-1.1023762249426712,0.27327815199113936
0.2710050251256282,4.0,c,7,50,0.0,0.0
0.2710050251256282,4.0,cb,8,50,0.0,0.0
0.2710050251256282,4.0,b,9,50,0.0,0.0
0.2710050251256282,4.0,bb,10,50,0.0,0.0
0.275929648241206,4.0,u,1,50,1.284260096377754,0.33712788538558397
0.275929648241206,4.0,ub,2,50,-1.0366389360236477,0.25319936580937286
0.275929648241206,4.0,d,3,50,-1.0366389360236477,0.25319936580937286
0.275929648241206,4.0,db,4,50,1.284260096377754,0.33712788538558397
0.275929648241206,4.0,s,5,50,-1.0366389360236477,0.25319936580937286
0.275929648241206,4.0,sb,6,50,-1.0366389360236477,0.25319936580937286
0.275929648241206,4.0,c,7,50,0.0,0.0
0.275929648241206,4.0,cb,8,50,0.0,0.0
0.275929648241206,4.0,b,9,50,0.0,0.0
0.275929648241206,4.0,bb,10,50,0.0,0.0
0.2808542713567839,4.0,u,1,50,1.2211202582368927,0.313515001753421
0.2808542713567839,4.0,ub,2,50,-0.976724850303452,0.2350553458271088
0.2808542713567839,4.0,d,3,50,-0.976724850303452,0.2350553458271088
0.2808542713567839,4.0,db,4,50,1.2211202582368927,0.313515001753421
0.2808542713567839,4.0,s,5,50,-0.976724850303452,0.2350553458271088
0.2808542713567839,4.0,sb,6,50,-0.976724850303452,0.2350553458271088
0.2808542713567839,4.0,c,7,50,0.0,0.0
0.2808542713567839,4.0,cb,8,50,0.0,0.0
0.2808542713567839,4.0,b,9,50,0.0,0.0
0.2808542713567839,4.0,bb,10,50,0.0,0.0
0.2857788944723618,4.0,u,1,50,1.1602490090343003,0.2917315092938279
0.2857788944723618,4.0,ub,2,50,-0.922082266189189,0.21868027840109722
0.2857788944723618,4.0,d,3,50,-0.922082266189189,0.21868027840109722
0.2857788944723618,4.0,db,4,50,1.1602490090343003,0.2917315092938279
0.2857788944723618,4.0,s,5,50,-0.922082266189189,0.21868027840109722
0.2857788944723618,4.0,sb,6,50,-0.922082266189189,0.21868027840109722
0.2857788944723618,4.0,c,7,50,0.0,0.0
0.2857788944723618,4.0,cb,8,50,0.0,0.0
0.2857788944723618,4.0,b,9,50,0.0,0.0
0.2857788944723618,4.0,bb,10,50,0.0,0.0
0.2907035175879397,4.0,u,1,50,1.1016473526424397,0.2716635496646543
0.2907035175879397,4.0,ub,2,50,-0.8722079365648373,0.20391998521817514
0.2907035175879397,4.0,d,3,50,-0.8722079365648373,0.20391998521817514
0.2907035175879397,4.0,db,4,50,1.1016473526424397,0.2716635496646543
0.2907035175879397,4.0,s,5,50,-0.8722079365648373,0.20391998521817514
0.2907035175879397,4.0,sb,6,50,-0.8722079365648373,0.20391998521817514
0.2907035175879397,4.0,c,7,50,0.0,0.0
0.2907035175879397,4.0,cb,8,50,0.0,0.0
0.2907035175879397,4.0,b,9,50,0.0,0.0
0.2907035175879397,4.0,bb,10,50,0.0,0.0
0.2956281407035176,4.0,u,1,50,1.0453080667068892,0.25319933368704534
0.2956281407035176,4.0,ub,2,50,-0.8266433290039277,0.19063029659173072
0.2956281407035176,4.0,d,3,50,-0.8266433290039277,0.19063029659173072
0.2956281407035176,4.0,db,4,50,1.0453080667068892,0.25319933368704534
0.2956281407035176,4.0,s,5,50,-0.8266433290039277,0.19063029659173072
0.2956281407035176,4.0,sb,6,50,-0.8266433290039277,0.19063029659173072
0.2956281407035176,4.0,c,7,50,0.0,0.0
0.2956281407035176,4.0,cb,8,50,0.0,0.0
0.2956281407035176,4.0,b,9,50,0.0,0.0
0.2956281407035176,4.0,bb,10,50,0.0,0.0
0.3005527638190955,4.0,u,1,50,0.9912164468176102,0.23622959360262327
0.3005527638190955,4.0,ub,2,50,-0.7849711147304984,0.17867589586143512
0.3005527638190955,4.0,d,3,50,-0.7849711147304984,0.17867589586143512
0.3005527638190955,4.0,db,4,50,0.9912164468176102,0.23622959360262327
0.3005527638190955,4.0,s,5,50,-0.7849711147304984,0.17867589586143512
0.3005527638190955,4.0,sb,6,50,-0.7849711147304984,0.17867589586143512
0.3005527638190955,4.0,c,7,50,0.0,0.0
0.3005527638190955,4.0,cb,8,50,0.0,0.0
0.3005527638190955,4.0,b,9,50,0.0,0.0
0.3005527638190955,4.0,bb,10,50,0.0,0.0
0.3054773869346734,4.0,u,1,50,0.9393510149125813,0.22064800493533354
0.3054773869346734,4.0,ub,2,50,-0.7468118802669236,0.16792956433096234
0.3054773869346734,4.0,d,3,50,-0.7468118802669236,0.16792956433096234
0.3054773869346734,4.0,db,4,50,0.9393510149125813,0.22064800493533354
0.3054773869346734,4.0,s,5,50,-0.7468118802669236,0.16792956433096234
0.3054773869346734,4.0,sb,6,50,-0.7468118802669236,0.16792956433096234
0.3054773869346734,4.0,c,7,50,0.0,0.0
0.3054773869346734,4.0,cb,8,50,0.0,0.0
0.3054773869346734,4.0,b,9,50,0.0,0.0
0.3054773869346734,4.0,bb,10,50,0.0,0.0
0.31040201005025125,4.0,u,1,50,0.8896841922271773,0.20635158226889275
0.31040201005025125,4.0,ub,2,50,-0.7118210545202895,0.15827175407404762
0.31040201005025125,4.0,d,3,50,-0.7118210545202895,0.15827175407404762
0.31040201005025125,4.0,db,4,50,0.8896841922271773,0.20635158226889275
0.31040201005025125,4.0,s,5,50,-0.7118210545202895,0.15827175407404762
0.31040201005025125,4.0,sb,6,50,-0.7118210545202895,0.15827175407404762
0.31040201005025125,4.0,c,7,50,0.0,0.0
0.31040201005025125,4.0,cb,8,50,0.0,0.0
0.31040201005025125,4.0,b,9,50,0.0,0.0
0.31040201005025125,4.0,bb,10,50,0.0,0.0
0.31532663316582915,4.0,u,1,50,0.8421829372258945,0.19324105089827429
0.31532663316582915,4.0,ub,2,50,-0.679686043173328,0.1495904122577261
0.31532663316582915,4.0,d,3,50,-0.679686043173328,0.1495904122577261
0.31532663316582915,4.0,db,4,50,0.8421829372258945,0.19324105089827429
0.31532663316582915,4.0,s,5,50,-0.679686043173328,0.1495904122577261
0.31532663316582915,4.0,sb,6,50,-0.679686043173328,0.1495904122577261
0.31532663316582915,4.0,c,7,50,0.0,0.0
0.31532663316582915,4.0,cb,8,50,0.0,0.0
0.31532663316582915,4.0,b,9,50,0.0,0.0
0.31532663316582915,4.0,bb,10,50,0.0,0.0
0.32025125628140705,4.0,u,1,50,0.7968093490599728,0.18122119370114637
0.32025125628140705,4.0,ub,2,50,-0.6501235616127734,0.1417809780139745
0.32025125628140705,4.0,d,3,50,-0.6501235616127734,0.1417809780139745
0.32025125628140705,4.0,db,4,50,0.7968093490599728,0.18122119370114637
0.32025125628140705,4.0,s,5,50,-0.6501235616127734,0.1417809780139745
0.32025125628140705,4.0,sb,6,50,-0.6501235616127734,0.1417809780139745
0.32025125628140705,4.0,c,7,50,0.0,0.0
0.32025125628140705,4.0,cb,8,50,0.0,0.0
0.32025125628140705,4.0,b,9,50,0.0,0.0
0.32025125628140705,4.0,bb,10,50,0.0,0.0
0.32517587939698495,4.0,u,1,50,0.7535212371867658,0.17020116998588228
0.32517587939698495,4.0,ub,2,50,-0.6228771572054752,0.13474647380624108
0.32517587939698495,4.0,d,3,50,-0.6228771572054752,0.13474647380624108
0.32517587939698495,4.0,db,4,50,0.7535212371867658,0.17020116998588228
0.32517587939698495,4.0,s,5,50,-0.6228771572054752,0.13474647380624108
0.32517587939698495,4.0,sb,6,50,-0.6228771572054752,0.13474647380624108
0.32517587939698495,4.0,c,7,50,0.0,0.0
0.32517587939698495,4.0,cb,8,50,0.0,0.0
0.32517587939698495,4.0,b,9,50,0.0,0.0
0.32517587939698495,4.0,bb,10,50,0.0,0.0
0.33010050251256284,4.0,u,1,50,0.7122726578661696,0.1600948008352386
0.33010050251256284,4.0,ub,2,50,-0.5977149114848264,0.12839761928247126
0.33010050251256284,4.0,d,3,50,-0.5977149114848264,0.12839761928247126
0.33010050251256284,4.0,db,4,50,0.7122726578661696,0.1600948008352386
0.33010050251256284,4.0,s,5,50,-0.5977149114848264,0.12839761928247126
0.33010050251256284,4.0,sb,6,50,-0.5977149114848264,0.12839761928247126
0.33010050251256284,4.0,c,7,50,0.0,0.0
0.33010050251256284,4.0,cb,8,50,0.0,0.0
0.33010050251256284,4.0,b,9,50,0.0,0.0
0.33010050251256284,4.0,bb,10,50,0.0,0.0
0.33502512562814074,4.0,u,1,50,0.6730144183174218,0.15082081389969515
0.33502512562814074,4.0,ub,2,50,-0.5744273127063427,0.1226529070409977
0.33502512562814074,4.0,d,3,50,-0.5744273127063427,0.1226529070409977
0.33502512562814074,4.0,db,4,50,0.6730144183174218,0.15082081389969515
0.33502512562814074,4.0,s,5,50,-0.5744273127063427,0.1226529070409977
0.33502512562814074,4.0,sb,6,50,-0.5744273127063427,0.1226529070409977
0.33502512562814074,4.0,c,7,50,0.0,0.0
0.33502512562814074,4.0,cb,8,50,0.0,0.0
0.33502512562814074,4.0,b,9,50,0.0,0.0
0.33502512562814074,4.0,bb,10,50,0.0,0.0
0.33994974874371864,4.0,u,1,50,0.6356945493773278,0.1423030399531502
0.33994974874371864,4.0,ub,2,50,-0.5528252892452564,0.11743859543855087
0.33994974874371864,4.0,d,3,50,-0.5528252892452564,0.11743859543855087
0.33994974874371864,4.0,db,4,50,0.6356945493773278,0.1423030399531502
0.33994974874371864,4.0,s,5,50,-0.5528252892452564,0.11743859543855087
0.33994974874371864,4.0,sb,6,50,-0.5528252892452564,0.11743859543855087
0.33994974874371864,4.0,c,7,50,0.0,0.0
0.33994974874371864,4.0,cb,8,50,0.0,0.0
0.33994974874371864,4.0,b,9,50,0.0,0.0
0.33994974874371864,4.0,bb,10,50,0.0,0.0
0.3448743718592965,4.0,u,1,50,0.6002587475495386,0.1344705539331945
0.3448743718592965,4.0,ub,2,50,-0.532738394418369,0.11268859142149426
0.3448743718592965,4.0,d,3,50,-0.532738394418369,0.11268859142149426
0.3448743718592965,4.0,db,4,50,0.6002587475495386,0.1344705539331945
0.3448743718592965,4.0,s,5,50,-0.532738394418369,0.11268859142149426
0.3448743718592965,4.0,sb,6,50,-0.532738394418369,0.11268859142149426
0.3448743718592965,4.0,c,7,50,0.0,0.0
0.3448743718592965,4.0,cb,8,50,0.0,0.0
0.3448743718592965,4.0,b,9,50,0.0,0.0
0.3448743718592965,4.0,bb,10,50,0.0,0.0
0.3497989949748744,4.0,u,1,50,0.5666507873749196,0.12725775461997146
0.3497989949748744,4.0,ub,2,50,-0.5140131334980438,0.10834421389222114
0.3497989949748744,4.0,d,3,50,-0.5140131334980438,0.10834421389222114
0.3497989949748744,4.0,db,4,50,0.5666507873749196,0.12725775461997146
0.3497989949748744,4.0,s,5,50,-0.5140131334980438,0.10834421389222114
0.3497989949748744,4.0,sb,6,50,-0.5140131334980438,0.10834421389222114
0.3497989949748744,4.0,c,7,50,0.0,0.0
0.3497989949748744,4.0,cb,8,50,0.0,0.0
0.3497989949748744,4.0,b,9,50,0.0,0.0
0.3497989949748744,4.0,bb,10,50,0.0,0.0
0.3547236180904523,4.0,u,1,50,0.5348129050861179,0.12060437937826235
0.3547236180904523,4.0,ub,2,50,-0.4965114239319027,0.1043538431676018
0.3547236180904523,4.0,d,3,50,-0.4965114239319027,0.1043538431676018
0.3547236180904523,4.0,db,4,50,0.5348129050861179,0.12060437937826235
0.3547236180904523,4.0,s,5,50,-0.4965114239319027,0.1043538431676018
0.3547236180904523,4.0,sb,6,50,-0.4965114239319027,0.1043538431676018
0.3547236180904523,4.0,c,7,50,0.0,0.0
0.3547236180904523,4.0,cb,8,50,0.0,0.0
0.3547236180904523,4.0,b,9,50,0.0,0.0
0.3547236180904523,4.0,bb,10,50,0.0,0.0
0.3596482412060302,4.0,u,1,50,0.5046861545357938,0.11445545319232356
0.3596482412060302,4.0,ub,2,50,-0.4801091800737219,0.10067247323755417
0.3596482412060302,4.0,d,3,50,-0.4801091800737219,0.10067247323755417
0.3596482412060302,4.0,db,4,50,0.5046861545357938,0.11445545319232356
0.3596482412060302,4.0,s,5,50,-0.4801091800737219,0.10067247323755417
0.3596482412060302,4.0,sb,6,50,-0.4801091800737219,0.10067247323755417
0.3596482412060302,4.0,c,7,50,0.0,0.0
0.3596482412060302,4.0,cb,8,50,0.0,0.0
0.3596482412060302,4.0,b,9,50,0.0,0.0
0.3596482412060302,4.0,bb,10,50,0.0,0.0
0.36457286432160807,4.0,u,1,50,0.4762107364084364,0.10876117419480223
0.36457286432160807,4.0,ub,2,50,-0.4646950140576525,0.09726119028863965
0.36457286432160807,4.0,d,3,50,-0.4646950140576525,0.09726119028863965
0.36457286432160807,4.0,db,4,50,0.4762107364084364,0.10876117419480223
0.36457286432160807,4.0,s,5,50,-0.4646950140576525,0.09726119028863965
0.36457286432160807,4.0,sb,6,50,-0.4646950140576525,0.09726119028863965
0.36457286432160807,4.0,c,7,50,0.0,0.0
0.36457286432160807,4.0,cb,8,50,0.0,0.0
0.36457286432160807,4.0,b,9,50,0.0,0.0
0.36457286432160807,4.0,bb,10,50,0.0,0.0
0.36949748743718597,4.0,u,1,50,0.4493263017406725,0.10347674066791768
0.36949748743718597,4.0,ub,2,50,-0.45016904479939895,0.09408660361194708
0.36949748743718597,4.0,d,3,50,-0.45016904479939895,0.09408660361194708
0.36949748743718597,4.0,db,4,50,0.4493263017406725,0.10347674066791768
0.36949748743718597,4.0,s,5,50,-0.45016904479939895,0.09408660361194708
0.36949748743718597,4.0,sb,6,50,-0.45016904479939895,0.09408660361194708
0.36949748743718597,4.0,c,7,50,0.0,0.0
0.36949748743718597,4.0,cb,8,50,0.0,0.0
0.36949748743718597,4.0,b,9,50,0.0,0.0
0.36949748743718597,4.0,bb,10,50,0.0,0.0
0.37442211055276386,4.0,u,1,50,0.4239722307850758,0.09856212677856553
0.37442211055276386,4.0,ub,2,50,-0.43644180747622907,0.09112025437950551
0.37442211055276386,4.0,d,3,50,-0.43644180747622907,0.09112025437950551
0.37442211055276386,4.0,db,4,50,0.4239722307850758,0.09856212677856553
0.37442211055276386,4.0,s,5,50,-0.43644180747622907,0.09112025437950551
0.37442211055276386,4.0,sb,6,50,-0.43644180747622907,0.09112025437950551
0.37442211055276386,4.0,c,7,50,0.0,0.0
0.37442211055276386,4.0,cb,8,50,0.0,0.0
0.37442211055276386,4.0,b,9,50,0.0,0.0
0.37442211055276386,4.0,bb,10,50,0.0,0.0
0.3793467336683417,4.0,u,1,50,0.40008788825807623,0.09398181590503117
0.3793467336683417,4.0,ub,2,50,-0.42343325621580585,0.08833802488259358
0.3793467336683417,4.0,d,3,50,-0.42343325621580585,0.08833802488259358
0.3793467336683417,4.0,db,4,50,0.40008788825807623,0.09398181590503117
0.3793467336683417,4.0,s,5,50,-0.42343325621580585,0.08833802488259358
0.3793467336683417,4.0,sb,6,50,-0.42343325621580585,0.08833802488259358
0.3793467336683417,4.0,c,7,50,0.0,0.0
0.3793467336683417,4.0,cb,8,50,0.0,0.0
0.3793467336683417,4.0,b,9,50,0.0,0.0
0.3793467336683417,4.0,bb,10,50,0.0,0.0
0.3842713567839196,4.0,u,1,50,0.37761285601412586,0.08970450124419893
0.3842713567839196,4.0,ub,2,50,-0.4110718531062313,0.08571956668532031
0.3842713567839196,4.0,d,3,50,-0.4110718531062313,0.08571956668532031
0.3842713567839196,4.0,db,4,50,0.37761285601412586,0.08970450124419893
0.3842713567839196,4.0,s,5,50,-0.4110718531062313,0.08571956668532031
0.3842713567839196,4.0,sb,6,50,-0.4110718531062313,0.08571956668532031
0.3842713567839196,4.0,c,7,50,0.0,0.0
0.3842713567839196,4.0,cb,8,50,0.0,0.0
0.3842713567839196,4.0,b,9,50,0.0,0.0
0.3842713567839196,4.0,bb,10,50,0.0,0.0
0.3891959798994975,4.0,u,1,50,0.35648714418611277,0.08570276348502827
0.3891959798994975,4.0,ub,2,50,-0.3992937370217098,0.08324776158738134
0.3891959798994975,4.0,d,3,50,-0.3992937370217098,0.08324776158738134
0.3891959798994975,4.0,db,4,50,0.35648714418611277,0.08570276348502827
0.3891959798994975,4.0,s,5,50,-0.3992937370217098,0.08324776158738134
0.3891959798994975,4.0,sb,6,50,-0.3992937370217098,0.08324776158738134
0.3891959798994975,4.0,c,7,50,0.0,0.0
0.3891959798994975,4.0,cb,8,50,0.0,0.0
0.3891959798994975,4.0,b,9,50,0.0,0.0
0.3891959798994975,4.0,bb,10,50,0.0,0.0
0.3941206030150754,4.0,u,1,50,0.3366513818264417,0.08195273480833608
0.3941206030150754,4.0,ub,2,50,-0.38804196613611075,0.08090822490090722
0.3941206030150754,4.0,d,3,50,-0.38804196613611075,0.08090822490090722
0.3941206030150754,4.0,db,4,50,0.3366513818264417,0.08195273480833608
0.3941206030150754,4.0,s,5,50,-0.38804196613611075,0.08090822490090722
0.3941206030150754,4.0,sb,6,50,-0.38804196613611075,0.08090822490090722
0.3941206030150754,4.0,c,7,50,0.0,0.0
0.3941206030150754,4.0,cb,8,50,0.0,0.0
0.3941206030150754,4.0,b,9,50,0.0,0.0
0.3941206030150754,4.0,bb,10,50,0.0,0.0
0.3990452261306533,4.0,u,1,50,0.31804698807455356,0.07843375748499694
0.3990452261306533,4.0,ub,2,50,-0.37726582836740896,0.07868885668500032
0.3990452261306533,4.0,d,3,50,-0.37726582836740896,0.07868885668500032
0.3990452261306533,4.0,db,4,50,0.31804698807455356,0.07843375748499694
0.3990452261306533,4.0,s,5,50,-0.37726582836740896,0.07868885668500032
0.3990452261306533,4.0,sb,6,50,-0.37726582836740896,0.07868885668500032
0.3990452261306533,4.0,c,7,50,0.0,0.0
0.3990452261306533,4.0,cb,8,50,0.0,0.0
0.3990452261306533,4.0,b,9,50,0.0,0.0
0.3990452261306533,4.0,bb,10,50,0.0,0.0
0.4039698492462312,4.0,u,1,50,0.3006163248651752,0.07512804407169271
0.4039698492462312,4.0,ub,2,50,-0.3669202143571344,0.07657944341326321
0.4039698492462312,4.0,d,3,50,-0.3669202143571344,0.07657944341326321
0.4039698492462312,4.0,db,4,50,0.3006163248651752,0.07512804407169271
0.4039698492462312,4.0,s,5,50,-0.3669202143571344,0.07657944341326321
0.4039698492462312,4.0,sb,6,50,-0.3669202143571344,0.07657944341326321
0.4039698492462312,4.0,c,7,50,0.0,0.0
0.4039698492462312,4.0,cb,8,50,0.0,0.0
0.4039698492462312,4.0,b,9,50,0.0,0.0
0.4039698492462312,4.0,bb,10,50,0.0,0.0
0.4088944723618091,4.0,u,1,50,0.2843028321775403,0.07202034481352698
0.4088944723618091,4.0,ub,2,50,-0.356965047938652,0.0745713101038913
0.4088944723618091,4.0,d,3,50,-0.356965047938652,0.0745713101038913
0.4088944723618091,4.0,db,4,50,0.2843028321775403,0.07202034481352698
0.4088944723618091,4.0,s,5,50,-0.356965047938652,0.0745713101038913
0.4088944723618091,4.0,sb,6,50,-0.356965047938652,0.0745713101038913
0.4088944723618091,4.0,c,7,50,0.0,0.0
0.4088944723618091,4.0,cb,8,50,0.0,0.0
0.4088944723618091,4.0,b,9,50,0.0,0.0
0.4088944723618091,4.0,bb,10,50,0.0,0.0
0.41381909547738693,4.0,u,1,50,0.2690511468094169,0.06909762649932813
0.41381909547738693,4.0,ub,2,50,-0.34736476938497174,0.07265702116328539
0.41381909547738693,4.0,d,3,50,-0.34736476938497174,0.07265702116328539
0.41381909547738693,4.0,db,4,50,0.2690511468094169,0.06909762649932813
0.41381909547738693,4.0,s,5,50,-0.34736476938497174,0.07265702116328539
0.41381909547738693,4.0,sb,6,50,-0.34736476938497174,0.07265702116328539
0.41381909547738693,4.0,c,7,50,0.0,0.0
0.41381909547738693,4.0,cb,8,50,0.0,0.0
0.41381909547738693,4.0,b,9,50,0.0,0.0
0.41381909547738693,4.0,bb,10,50,0.0,0.0
0.41874371859296483,4.0,u,1,50,0.25480720564123793,0.066348765787784
0.41874371859296483,4.0,ub,2,50,-0.3380878670497852,0.07083012698482243
0.41874371859296483,4.0,d,3,50,-0.3380878670497852,0.07083012698482243
0.41874371859296483,4.0,db,4,50,0.25480720564123793,0.066348765787784
