x,kT,Q2,flavor,flavor_index,nrep,collins_mean,collins_std
0.06939393939393938,0.3465656565656566,4.0,unf,3,50,-0.4191074703041932,0.3255630638027139
0.06939393939393938,0.3564646464646465,4.0,fav,1,50,0.01646814807477384,0.01985705212295004
0.06939393939393938,0.3564646464646465,4.0,unf,3,50,-0.41883582106685596,0.32531071819316604
0.06939393939393938,0.36636363636363634,4.0,fav,1,50,0.016461319351296175,0.019846705957922723
0.06939393939393938,0.36636363636363634,4.0,unf,3,50,-0.41855671352697654,0.3250514737575681
0.06939393939393938,0.37626262626262624,4.0,fav,1,50,0.016454307042329162,0.019836082998274777
0.06939393939393938,0.37626262626262624,4.0,unf,3,50,-0.4182701635013519,0.32478534760395966
0.06939393939393938,0.38616161616161615,4.0,fav,1,50,0.016447111425538702,0.01982518377306416
0.06939393939393938,0.38616161616161615,4.0,unf,3,50,-0.4179761872203216,0.3245123572851156
0.06939393939393938,0.39606060606060606,4.0,fav,1,50,0.016439732785723856,0.019814008824852535
0.06939393939393938,0.39606060606060606,4.0,unf,3,50,-0.4176748013261943,0.32423252079664416
0.06939393939393938,0.40595959595959596,4.0,fav,1,50,0.01643217141479576,0.019802558709658552
0.06939393939393938,0.40595959595959596,4.0,unf,3,50,-0.41736602287163843,0.32394585657503283
0.06939393939393938,0.41585858585858587,4.0,fav,1,50,0.016424427611756172,0.01979083399690979
0.06939393939393938,0.41585858585858587,4.0,unf,3,50,-0.41704986931802857,0.3236523834956525
0.06939393939393938,0.4257575757575757,4.0,fav,1,50,0.01641650168267541,0.019778835269393787
0.06939393939393938,0.4257575757575757,4.0,unf,3,50,-0.41672635853375767,0.3233521208707146
0.06939393939393938,0.43565656565656563,4.0,fav,1,50,0.01640839394066977,0.019766563123207705
0.06939393939393938,0.43565656565656563,4.0,unf,3,50,-0.41639550879250875,0.32304508844717933
0.06939393939393938,0.44555555555555554,4.0,fav,1,50,0.016400104705878552,0.0197540181677071
0.06939393939393938,0.44555555555555554,4.0,unf,3,50,-0.41605733877148837,0.3227313064046222
0.06939393939393938,0.45545454545454545,4.0,fav,1,50,0.016391634305440442,0.01974120102545338
0.06939393939393938,0.45545454545454545,4.0,unf,3,50,-0.41571186754962447,0.3224107953530506
0.06939393939393938,0.46535353535353535,4.0,fav,1,50,0.016382983073469495,0.019728112332160302
0.06939393939393938,0.46535353535353535,4.0,unf,3,50,-0.4153591146057224,0.3220835763306817
0.06939393939393938,0.47525252525252526,4.0,fav,1,50,0.01637415135103054,0.01971475273663929
0.06939393939393938,0.47525252525252526,4.0,unf,3,50,-0.4149990998165884,0.32174967080166794
0.06939393939393938,0.4851515151515151,4.0,fav,1,50,0.016365139486114167,0.019701122900743658
0.06939393939393938,0.4851515151515151,4.0,unf,3,50,-0.4146318434551127,0.32140910065378364
0.06939393939393938,0.495050505050505,4.0,fav,1,50,0.01635594783361117,0.019687223499311773
0.06939393939393938,0.495050505050505,4.0,unf,3,50,-0.4142573661883159,0.32106188819606707
0.06939393939393938,0.5049494949494949,4.0,fav,1,50,0.01634657675528648,0.019673055220109155
0.06939393939393938,0.5049494949494949,4.0,unf,3,50,-0.4138756890753604,0.320708056156417
0.06939393939393938,0.5148484848484849,4.0,fav,1,50,0.016337026619752712,0.019658618763769366
0.06939393939393938,0.5148484848484849,4.0,unf,3,50,-0.41348683356552457,0.3203476276791461
0.06939393939393938,0.5247474747474747,4.0,fav,1,50,0.016327297802443075,0.019643914843734067
0.06939393939393938,0.5247474747474747,4.0,unf,3,50,-0.41309082149613974,0.31998062632249386
0.06939393939393938,0.5346464646464646,4.0,fav,1,50,0.01631739068558393,0.019628944186191745
0.06939393939393938,0.5346464646464646,4.0,unf,3,50,-0.4126876750904948,0.3196070760560932
0.06939393939393938,0.5445454545454546,4.0,fav,1,50,0.016307305658166845,0.01961370753001561
0.06939393939393938,0.5445454545454546,4.0,unf,3,50,-0.4122774169557005,0.31922700125839865
0.06939393939393938,0.5544444444444444,4.0,fav,1,50,0.016297043115920073,0.01959820562670031
0.06939393939393938,0.5544444444444444,4.0,unf,3,50,-0.41186007008052294,0.31884042671406987
0.06939393939393938,0.5643434343434344,4.0,fav,1,50,0.016286603461279706,0.01958243924029766
0.06939393939393938,0.5643434343434344,4.0,unf,3,50,-0.4114356578331792,0.31844737761131686
0.06939393939393938,0.5742424242424242,4.0,fav,1,50,0.016275987103360263,0.01956640914735133
0.06939393939393938,0.5742424242424242,4.0,unf,3,50,-0.4110042039591005,0.31804787953920033
0.06939393939393938,0.5841414141414141,4.0,fav,1,50,0.01626519445792481,0.019550116136830484
0.06939393939393938,0.5841414141414141,4.0,unf,3,50,-0.4105657325786597,0.31764195848489424
0.06939393939393938,0.594040404040404,4.0,fav,1,50,0.01625422594735471,0.019533561010062463
0.06939393939393938,0.594040404040404,4.0,unf,3,50,-0.41012026818486425,0.31722964083090827
0.06939393939393938,0.6039393939393939,4.0,fav,1,50,0.016243082000618785,0.019516744580664377
0.06939393939393938,0.6039393939393939,4.0,unf,3,50,-0.4096678356410184,0.3168109533522688
0.06939393939393938,0.6138383838383838,4.0,fav,1,50,0.016231763053242115,0.01949966767447379
0.06939393939393938,0.6138383838383838,4.0,unf,3,50,-0.40920846017834855,0.3163859232136614
0.06939393939393938,0.6237373737373737,4.0,fav,1,50,0.016220269547274343,0.01948233112947831
0.06939393939393938,0.6237373737373737,4.0,unf,3,50,-0.40874216739359737,0.31595457796653525
0.06939393939393938,0.6336363636363637,4.0,fav,1,50,0.01620860193125754,0.019464735795744304
0.06939393939393938,0.6336363636363637,4.0,unf,3,50,-0.40826898324658567,0.3155169455461681
0.06939393939393938,0.6435353535353535,4.0,fav,1,50,0.01619676066019364,0.01944688253534455
0.06939393939393938,0.6435353535353535,4.0,unf,3,50,-0.4077889340577406,0.3150730542686931
0.06939393939393938,0.6534343434343434,4.0,fav,1,50,0.016184746195511423,0.019428772222284937
0.06939393939393938,0.6534343434343434,4.0,unf,3,50,-0.4073020465055918,0.31462293282809023
0.06939393939393938,0.6633333333333333,4.0,fav,1,50,0.01617255900503299,0.019410405742430293
0.06939393939393938,0.6633333333333333,4.0,unf,3,50,-0.4068083476242388,0.3141666102931353
0.06939393939393938,0.6732323232323232,4.0,fav,1,50,0.016160199562939983,0.01939178399342911
0.06939393939393938,0.6732323232323232,4.0,unf,3,50,-0.40630786480078174,0.3137041161043195
0.06939393939393938,0.6831313131313131,4.0,fav,1,50,0.01614766834973914,0.019372907884637483
0.06939393939393938,0.6831313131313131,4.0,unf,3,50,-0.4058006257727262,0.31323548007072727
0.06939393939393938,0.693030303030303,4.0,fav,1,50,0.016134965852227616,0.019353778337042018
0.06939393939393938,0.693030303030303,4.0,unf,3,50,-0.40528665862535435,0.3127607323668803
0.06939393939393938,0.702929292929293,4.0,fav,1,50,0.016122092563457778,0.019334396283181857
0.06939393939393938,0.702929292929293,4.0,unf,3,50,-0.404765991789067,0.31227990352954677
0.06939393939393938,0.7128282828282828,4.0,fav,1,50,0.016109048982701598,0.019314762667069784
0.06939393939393938,0.7128282828282828,4.0,unf,3,50,-0.4042386540366967,0.3117930244545119
0.06939393939393938,0.7227272727272727,4.0,fav,1,50,0.01609583561541466,0.019294878444112408
0.06939393939393938,0.7227272727272727,4.0,unf,3,50,-0.40370467448078634,0.31130012639332433
0.06939393939393938,0.7326262626262626,4.0,fav,1,50,0.016082452973199733,0.019274744581029478
0.06939393939393938,0.7326262626262626,4.0,unf,3,50,-0.4031640825708465,0.3108012409499955
0.06939393939393938,0.7425252525252525,4.0,fav,1,50,0.016068901573769875,0.019254362055772332
0.06939393939393938,0.7425252525252525,4.0,unf,3,50,-0.4026169080905773,0.31029640007767306
0.06939393939393938,0.7524242424242424,4.0,fav,1,50,0.016055181940911305,0.019233731857441375
0.06939393939393938,0.7524242424242424,4.0,unf,3,50,-0.4020631811550638,0.30978563607528353
0.06939393939393938,0.7623232323232323,4.0,fav,1,50,0.016041294604445658,0.01921285498620284
0.06939393939393938,0.7623232323232323,4.0,unf,3,50,-0.4015029322079455,0.30926898158413474
0.06939393939393938,0.7722222222222221,4.0,fav,1,50,0.016027240100192013,0.019191732453204536
0.06939393939393938,0.7722222222222221,4.0,unf,3,50,-0.4009361920185547,0.30874646958449464
0.06939393939393938,0.7821212121212121,4.0,fav,1,50,0.016013018969928433,0.019170365280490848
0.06939393939393938,0.7821212121212121,4.0,unf,3,50,-0.4003629916790297,0.3082181333921328
0.06939393939393938,0.792020202020202,4.0,fav,1,50,0.015998631761353136,0.019148754500916933
0.06939393939393938,0.792020202020202,4.0,unf,3,50,-0.3997833626014001,0.3076840066548348
0.06939393939393938,0.8019191919191919,4.0,fav,1,50,0.015984079028045342,0.01912690115806194
0.06939393939393938,0.8019191919191919,4.0,unf,3,50,-0.3991973365146464,0.30714412334888375
0.06939393939393938,0.8118181818181818,4.0,fav,1,50,0.015969361329425665,0.019104806306141576
0.06939393939393938,0.8118181818181818,4.0,unf,3,50,-0.39860494546173264,0.3065985177755135
0.06939393939393938,0.8217171717171717,4.0,fav,1,50,0.01595447923071613,0.019082471009919753
0.06939393939393938,0.8217171717171717,4.0,unf,3,50,-0.3980062217966129,0.3060472245573323
0.06939393939393938,0.8316161616161616,4.0,fav,1,50,0.015939433302899902,0.019059896344619538
0.06939393939393938,0.8316161616161616,4.0,unf,3,50,-0.3974011981812147,0.305490278634717
0.06939393939393938,0.8415151515151514,4.0,fav,1,50,0.01592422412268056,0.01903708339583317
0.06939393939393938,0.8415151515151514,4.0,unf,3,50,-0.3967899075823946,0.3049277152621781
0.06939393939393938,0.8514141414141414,4.0,fav,1,50,0.015908852272441015,0.019014033259431535
0.06939393939393938,0.8514141414141414,4.0,unf,3,50,-0.39617238326886955,0.3043595700047023
0.06939393939393938,0.8613131313131313,4.0,fav,1,50,0.01589331834020216,0.01899074704147258
0.06939393939393938,0.8613131313131313,4.0,unf,3,50,-0.3955486588081277,0.30378587873405927
0.06939393939393938,0.8712121212121212,4.0,fav,1,50,0.015877622919581048,0.01896722585810926
0.06939393939393938,0.8712121212121212,4.0,unf,3,50,-0.39491876806331006,0.3032066776250886
0.06939393939393938,0.8811111111111111,4.0,fav,1,50,0.01586176660974879,0.01894347083549652
0.06939393939393938,0.8811111111111111,4.0,unf,3,50,-0.394282745190073,0.30262200315195864
0.06939393939393938,0.891010101010101,4.0,fav,1,50,0.015845750015388113,0.018919483109697672
0.06939393939393938,0.891010101010101,4.0,unf,3,50,-0.39364062463342486,0.30203189208440034
0.06939393939393938,0.9009090909090909,4.0,fav,1,50,0.01582957374665052,0.018895263826590063
0.06939393939393938,0.9009090909090909,4.0,unf,3,50,-0.3929924411245435,0.30143638148391166
0.06939393939393938,0.9108080808080807,4.0,fav,1,50,0.015813238419113168,0.01887081414176988
0.06939393939393938,0.9108080808080807,4.0,unf,3,50,-0.3923382296775682,0.3008355086999445
0.06939393939393938,0.9207070707070707,4.0,fav,1,50,0.015796744653735446,0.018846135220456407
0.06939393939393938,0.9207070707070707,4.0,unf,3,50,-0.3916780255863717,0.3002293113660634
0.06939393939393938,0.9306060606060605,4.0,fav,1,50,0.015780093076815084,0.0188212282373956
0.06939393939393938,0.9306060606060605,4.0,unf,3,50,-0.39101186442131103,0.2996178273960807
0.06939393939393938,0.9405050505050505,4.0,fav,1,50,0.01576328431994413,0.01879609437676283
0.06939393939393938,0.9405050505050505,4.0,unf,3,50,-0.3903397820259571,0.2990010949801707
0.06939393939393938,0.9504040404040404,4.0,fav,1,50,0.015746319019964424,0.01877073483206514
0.06939393939393938,0.9504040404040404,4.0,unf,3,50,-0.38966181451380366,0.29837915258096065
0.06939393939393938,0.9603030303030302,4.0,fav,1,50,0.015729197818922958,0.01874515080604269
0.06939393939393938,0.9603030303030302,4.0,unf,3,50,-0.38897799826495727,0.2977520389295991
0.06939393939393938,0.9702020202020202,4.0,fav,1,50,0.015711921364026712,0.018719343510569725
0.06939393939393938,0.9702020202020202,4.0,unf,3,50,-0.3882883699228062,0.2971197930218061
0.06939393939393938,0.98010101010101,4.0,fav,1,50,0.015694490307597377,0.018693314166554714
0.06939393939393938,0.98010101010101,4.0,unf,3,50,-0.3875929663906721,0.2964824541138982
0.06939393939393938,0.99,4.0,fav,1,50,0.01567690530702565,0.01866706400384004
0.06939393939393938,0.99,4.0,unf,3,50,-0.386891824828441,0.2958400617187984
0.07929292929292929,0.01,4.0,fav,1,50,0.022931606336078228,0.026761352217567428
0.07929292929292929,0.01,4.0,unf,3,50,-0.485682486146486,0.3423885971944663
0.07929292929292929,0.0198989898989899,4.0,fav,1,50,0.022931087308870488,0.026760573736953567
0.07929292929292929,0.0198989898989899,4.0,unf,3,50,-0.4856649949075307,0.34237376788600604
0.07929292929292929,0.029797979797979796,4.0,fav,1,50,0.022930224631881265,0.026759279833703548
0.07929292929292929,0.029797979797979796,4.0,unf,3,50,-0.48563592308504383,0.3423491206114633
0.07929292929292929,0.039696969696969696,4.0,fav,1,50,0.022929018350470908,0.02675747059402606
0.07929292929292929,0.039696969696969696,4.0,unf,3,50,-0.4855952728473775,0.34231465752095713
0.07929292929292929,0.049595959595959596,4.0,fav,1,50,0.02292746852806393,0.026755146138459203
0.07929292929292929,0.049595959595959596,4.0,unf,3,50,-0.4855430472263103,0.34227038162072604
0.07929292929292929,0.059494949494949496,4.0,fav,1,50,0.022925575246142763,0.026752306621856816
0.07929292929292929,0.059494949494949496,4.0,unf,3,50,-0.4854792501166616,0.34221629677269727
0.07929292929292929,0.06939393939393938,4.0,fav,1,50,0.02292333860423983,0.026748952233370652
0.07929292929292929,0.06939393939393938,4.0,unf,3,50,-0.48540388627579284,0.34215240769393634
0.07929292929292929,0.07929292929292929,4.0,fav,1,50,0.022920758719927742,0.026745083196428886
0.07929292929292929,0.07929292929292929,4.0,unf,3,50,-0.48531696132300195,0.3420787199559713
0.07929292929292929,0.08919191919191918,4.0,fav,1,50,0.022917835728807817,0.026740699768710487
0.07929292929292929,0.08919191919191918,4.0,unf,3,50,-0.48521848173880594,0.3419952399839957
0.07929292929292929,0.09909090909090908,4.0,fav,1,50,0.02291456978449683,0.026735802242115754
0.07929292929292929,0.09909090909090908,4.0,unf,3,50,-0.48510845486411436,0.34190197505594994
0.07929292929292929,0.10898989898989898,4.0,fav,1,50,0.022910961058611932,0.02673039094273307
0.07929292929292929,0.10898989898989898,4.0,unf,3,50,-0.48498688889929353,0.34179893330148037
0.07929292929292929,0.11888888888888888,4.0,fav,1,50,0.02290700974075388,0.026724466230801536
0.07929292929292929,0.11888888888888888,4.0,unf,3,50,-0.48485379290312025,0.3416861237007784
0.07929292929292929,0.12878787878787878,4.0,fav,1,50,0.02290271603848848,0.026718028500669847
0.07929292929292929,0.12878787878787878,4.0,unf,3,50,-0.484709176791627,0.34156355608329625
0.07929292929292929,0.1386868686868687,4.0,fav,1,50,0.02289808017732628,0.026711078180751295
0.07929292929292929,0.1386868686868687,4.0,unf,3,50,-0.4845530513368391,0.3414312411263407
0.07929292929292929,0.1485858585858586,4.0,fav,1,50,0.022893102400700516,0.026703615733474798
0.07929292929292929,0.1485858585858586,4.0,unf,3,50,-0.4843854281653999,0.3412891903535522
0.07929292929292929,0.15848484848484848,4.0,fav,1,50,0.022887782969943316,0.02669564165523209
0.07929292929292929,0.15848484848484848,4.0,unf,3,50,-0.484206319757092,0.3411374161332536
0.07929292929292929,0.16838383838383839,4.0,fav,1,50,0.0228821221642601,0.026687156476321104
0.07929292929292929,0.16838383838383839,4.0,unf,3,50,-0.4840157394432453,0.34097593167668877
0.07929292929292929,0.1782828282828283,4.0,fav,1,50,0.022876120280702378,0.02667816076088543
0.07929292929292929,0.1782828282828283,4.0,unf,3,50,-0.48381370140504115,0.3408047510361333
0.07929292929292929,0.18818181818181817,4.0,fav,1,50,0.022869777634138663,0.026668655106849928
0.07929292929292929,0.18818181818181817,4.0,unf,3,50,-0.483600220671706,0.3406238891028924
0.07929292929292929,0.19808080808080808,4.0,fav,1,50,0.022863094557223688,0.02665864014585255
0.07929292929292929,0.19808080808080808,4.0,unf,3,50,-0.4833753131185998,0.34043336160517296
0.07929292929292929,0.207979797979798,4.0,fav,1,50,0.022856071400365992,0.02664811654317226
0.07929292929292929,0.207979797979798,4.0,unf,3,50,-0.48313899546519545,0.34023318510584494
0.07929292929292929,0.21787878787878787,4.0,fav,1,50,0.02284870853169366,0.026637084997653295
0.07929292929292929,0.21787878787878787,4.0,unf,3,50,-0.4828912852729523,0.34002337700007673
0.07929292929292929,0.22777777777777777,4.0,fav,1,50,0.022841006337018386,0.0266255462416254
0.07929292929292929,0.22777777777777777,4.0,unf,3,50,-0.48263220094308484,0.33980395551285786
0.07929292929292929,0.23767676767676768,4.0,fav,1,50,0.02283296521979788,0.026613501040820435
0.07929292929292929,0.23767676767676768,4.0,unf,3,50,-0.48236176171422296,0.3395749396964044
0.07929292929292929,0.24757575757575756,4.0,fav,1,50,0.022824585601096476,0.026600950194285173
0.07929292929292929,0.24757575757575756,4.0,unf,3,50,-0.48207998765996934,0.339336349427443
0.07929292929292929,0.25747474747474747,4.0,fav,1,50,0.02281586791954409,0.026587894534290297
0.07929292929292929,0.25747474747474747,4.0,unf,3,50,-0.48178689968634886,0.33908820540438694
0.07929292929292929,0.2673737373737374,4.0,fav,1,50,0.022806812631293482,0.026574334926235718
0.07929292929292929,0.2673737373737374,4.0,unf,3,50,-0.4814825195291567,0.33883052914438705
0.07929292929292929,0.2772727272727273,4.0,fav,1,50,0.02279742020997582,0.02656027226855204
0.07929292929292929,0.2772727272727273,4.0,unf,3,50,-0.4811668697512004,0.33856334298027513
0.07929292929292929,0.2871717171717172,4.0,fav,1,50,0.022787691146654555,0.026545707492598464
0.07929292929292929,0.2871717171717172,4.0,unf,3,50,-0.4808399737394389,0.3382866700573912
0.07929292929292929,0.29707070707070704,4.0,fav,1,50,0.02277762594977763,0.026530641562556835
0.07929292929292929,0.29707070707070704,4.0,unf,3,50,-0.4805018557020179,0.33800053433029276
0.07929292929292929,0.30696969696969695,4.0,fav,1,50,0.02276722514512802,0.026515075475322156
0.07929292929292929,0.30696969696969695,4.0,unf,3,50,-0.48015254066520463,0.3377049605593588
0.07929292929292929,0.31686868686868686,4.0,fav,1,50,0.022756489275772594,0.026499010260389286
0.07929292929292929,0.31686868686868686,4.0,unf,3,50,-0.47979205447021683,0.33739997430727414
0.07929292929292929,0.32676767676767676,4.0,fav,1,50,0.022745418902009366,0.026482446979736063
0.07929292929292929,0.32676767676767676,4.0,unf,3,50,-0.47942042376995725,0.33708560193540343
0.07929292929292929,0.33666666666666667,4.0,fav,1,50,0.022734014601312996,0.026465386727702888
0.07929292929292929,0.33666666666666667,4.0,unf,3,50,-0.47903767602563735,0.3367618706000612
0.07929292929292929,0.3465656565656566,4.0,fav,1,50,0.02272227696827882,0.026447830630868464
0.07929292929292929,0.3465656565656566,4.0,unf,3,50,-0.4786438395033114,0.3364288082486602
0.07929292929292929,0.3564646464646465,4.0,fav,1,50,0.0227102066145651,0.026429779847922198
0.07929292929292929,0.3564646464646465,4.0,unf,3,50,-0.47823894327030275,0.3360864436157607
0.07929292929292929,0.36636363636363634,4.0,fav,1,50,0.022697804168833692,0.026411235569532784
0.07929292929292929,0.36636363636363634,4.0,unf,3,50,-0.47782301719153675,0.3357348062190026
0.07929292929292929,0.37626262626262624,4.0,fav,1,50,0.02268507027668914,0.026392199018213533
0.07929292929292929,0.37626262626262624,4.0,unf,3,50,-0.4773960919257709,0.33537392635493835
0.07929292929292929,0.38616161616161615,4.0,fav,1,50,0.02267200560061613,0.02637267144818382
0.07929292929292929,0.38616161616161615,4.0,unf,3,50,-0.47695819892173213,0.3350038350947499
0.07929292929292929,0.39606060606060606,4.0,fav,1,50,0.022658610819915385,0.026352654145227344
0.07929292929292929,0.39606060606060606,4.0,unf,3,50,-0.47650937041415303,0.33462456427986564
0.07929292929292929,0.40595959595959596,4.0,fav,1,50,0.022644886630637885,0.02633214842654671
0.07929292929292929,0.40595959595959596,4.0,unf,3,50,-0.4760496394197141,0.3342361465174712
0.07929292929292929,0.41585858585858587,4.0,fav,1,50,0.02263083374551763,0.02631115564061458
0.07929292929292929,0.41585858585858587,4.0,unf,3,50,-0.47557903973289006,0.33383861517591285
0.07929292929292929,0.4257575757575757,4.0,fav,1,50,0.022616452893902714,0.026289677167021464
0.07929292929292929,0.4257575757575757,4.0,unf,3,50,-0.47509760592170236,0.33343200437999837
0.07929292929292929,0.43565656565656563,4.0,fav,1,50,0.02260174482168502,0.02626771441631992
0.07929292929292929,0.43565656565656563,4.0,unf,3,50,-0.47460537332337493,0.3330163490061994
0.07929292929292929,0.44555555555555554,4.0,fav,1,50,0.02258671029122807,0.026245268829865664
0.07929292929292929,0.44555555555555554,4.0,unf,3,50,-0.4741023780399005,0.3325916846777476
0.07929292929292929,0.45545454545454545,4.0,fav,1,50,0.022571350081293705,0.026222341879654953
0.07929292929292929,0.45545454545454545,4.0,unf,3,50,-0.4735886569335125,0.3321580477596281
0.07929292929292929,0.46535353535353535,4.0,fav,1,50,0.02255566498696697,0.02619893506815889
0.07929292929292929,0.46535353535353535,4.0,unf,3,50,-0.47306424762206445,0.33171547535348184
0.07929292929292929,0.47525252525252526,4.0,fav,1,50,0.022539655819579535,0.026175049928154327
0.07929292929292929,0.47525252525252526,4.0,unf,3,50,-0.4725291884743219,0.3312640052923997
0.07929292929292929,0.4851515151515151,4.0,fav,1,50,0.022523323406631726,0.026150688022551438
0.07929292929292929,0.4851515151515151,4.0,unf,3,50,-0.47198351860516014,0.33080367613562656
0.07929292929292929,0.495050505050505,4.0,fav,1,50,0.02250666859171294,0.026125850944218088
0.07929292929292929,0.495050505050505,4.0,unf,3,50,-0.47142727787067684,0.3303345271631612
0.07929292929292929,0.5049494949494949,4.0,fav,1,50,0.022489692234420607,0.026100540315801
0.07929292929292929,0.5049494949494949,4.0,unf,3,50,-0.47086050686321435,0.3298565983702691
0.07929292929292929,0.5148484848484849,4.0,fav,1,50,0.022472395210277715,0.02607475778954358
0.07929292929292929,0.5148484848484849,4.0,unf,3,50,-0.4702832469062947,0.3293699304618937
0.07929292929292929,0.5247474747474747,4.0,fav,1,50,0.022454778410648912,0.02604850504710073
0.07929292929292929,0.5247474747474747,4.0,unf,3,50,-0.46969554004946906,0.32887456484697725
0.07929292929292929,0.5346464646464646,4.0,fav,1,50,0.022436842742655016,0.02602178379935038
0.07929292929292929,0.5346464646464646,4.0,unf,3,50,-0.4690974290630821,0.32837054363268964
0.07929292929292929,0.5445454545454546,4.0,fav,1,50,0.022418589129086258,0.02599459578620198
0.07929292929292929,0.5445454545454546,4.0,unf,3,50,-0.46848895743295005,0.327857909618565
0.07929292929292929,0.5544444444444444,4.0,fav,1,50,0.022400018508313968,0.025966942776401918
0.07929292929292929,0.5544444444444444,4.0,unf,3,50,-0.46787016935495646,0.3273367062905491
0.07929292929292929,0.5643434343434344,4.0,fav,1,50,0.022381131834201002,0.02593882656733575
0.07929292929292929,0.5643434343434344,4.0,unf,3,50,-0.4672411097295659,0.3268069778149568
0.07929292929292929,0.5742424242424242,4.0,fav,1,50,0.022361930076010617,0.02591024898482754
0.07929292929292929,0.5742424242424242,4.0,unf,3,50,-0.466601824156254,0.3262687690323437
0.07929292929292929,0.5841414141414141,4.0,fav,1,50,0.02234241421831408,0.025881211882936142
0.07929292929292929,0.5841414141414141,4.0,unf,3,50,-0.4659523589278583,0.3257221254512893
0.07929292929292929,0.594040404040404,4.0,fav,1,50,0.02232258526089682,0.025851717143748582
0.07929292929292929,0.594040404040404,4.0,unf,3,50,-0.4652927610248496,0.32516709324209636
0.07929292929292929,0.6039393939393939,4.0,fav,1,50,0.022302444218663314,0.02582176667717035
0.07929292929292929,0.6039393939393939,4.0,unf,3,50,-0.4646230781095241,0.32460371923040443
0.07929292929292929,0.6138383838383838,4.0,fav,1,50,0.02228199212154054,0.025791362420712977
0.07929292929292929,0.6138383838383838,4.0,unf,3,50,-0.46394335852011714,0.3240320508907221
0.07929292929292929,0.6237373737373737,4.0,fav,1,50,0.022261230014380174,0.025760506339278604
0.07929292929292929,0.6237373737373737,4.0,unf,3,50,-0.4632536512648416,0.3234521363398787
0.07929292929292929,0.6336363636363637,4.0,fav,1,50,0.02224015895685947,0.025729200424941794
0.07929292929292929,0.6336363636363637,4.0,unf,3,50,-0.4625540060158503,0.3228640243303929
0.07929292929292929,0.6435353535353535,4.0,fav,1,50,0.022218780023380735,0.025697446696728528
0.07929292929292929,0.6435353535353535,4.0,unf,3,50,-0.46184447310312376,0.3222677642437629
0.07929292929292929,0.6534343434343434,4.0,fav,1,50,0.022197094302969667,0.025665247200392437
0.07929292929292929,0.6534343434343434,4.0,unf,3,50,-0.4611251035082844,0.32166340608368105
0.07929292929292929,0.6633333333333333,4.0,fav,1,50,0.02217510289917235,0.025632604008188207
0.07929292929292929,0.6633333333333333,4.0,unf,3,50,-0.4603959488583378,0.32105100046917173
0.07929292929292929,0.6732323232323232,4.0,fav,1,50,0.02215280692995092,0.025599519218642494
0.07929292929292929,0.6732323232323232,4.0,unf,3,50,-0.4596570614193457,0.32043059862764944
0.07929292929292929,0.6831313131313131,4.0,fav,1,50,0.022130207527578154,0.025565994956321947
0.07929292929292929,0.6831313131313131,4.0,unf,3,50,-0.45890849409002343,0.31980225238791105
0.07929292929292929,0.693030303030303,4.0,fav,1,50,0.02210730583853071,0.025532033371598758
0.07929292929292929,0.693030303030303,4.0,unf,3,50,-0.45815030039527377,0.3191660141730479
0.07929292929292929,0.702929292929293,4.0,fav,1,50,0.02208410302338114,0.02549763664041354
0.07929292929292929,0.702929292929293,4.0,unf,3,50,-0.45738253447965,0.31852193699329134
0.07929292929292929,0.7128282828282828,4.0,fav,1,50,0.022060600256688802,0.02546280696403573
0.07929292929292929,0.7128282828282828,4.0,unf,3,50,-0.4566052511007525,0.31787007443878884
0.07929292929292929,0.7227272727272727,4.0,fav,1,50,0.022036798726889538,0.02542754656882134
0.07929292929292929,0.7227272727272727,4.0,unf,3,50,-0.4558185056225589,0.31721048067230906
0.07929292929292929,0.7326262626262626,4.0,fav,1,50,0.022012699636184126,0.025391857705968402
0.07929292929292929,0.7326262626262626,4.0,unf,3,50,-0.4550223540086926,0.316543210421882
0.07929292929292929,0.7425252525252525,4.0,fav,1,50,0.021988304200425742,0.02535574265126984
0.07929292929292929,0.7425252525252525,4.0,unf,3,50,-0.45421685281562496,0.3158683189733723
0.07929292929292929,0.7524242424242424,4.0,fav,1,50,0.021963613649006085,0.025319203704863957
0.07929292929292929,0.7524242424242424,4.0,unf,3,50,-0.4534020591858169,0.3151858621629902
0.07929292929292929,0.7623232323232323,4.0,fav,1,50,0.021938629224740547,0.025282243190982587
0.07929292929292929,0.7623232323232323,4.0,unf,3,50,-0.4525780308407991,0.31449589636973746
0.07929292929292929,0.7722222222222221,4.0,fav,1,50,0.021913352183752233,0.025244863457696845
0.07929292929292929,0.7722222222222221,4.0,unf,3,50,-0.4517448260741916,0.3137984785077959
0.07929292929292929,0.7821212121212121,4.0,fav,1,50,0.021887783795354786,0.025207066876660814
0.07929292929292929,0.7821212121212121,4.0,unf,3,50,-0.4509025037446671,0.31309366601885064
0.07929292929292929,0.792020202020202,4.0,fav,1,50,0.021861925341934377,0.025168855842852545
0.07929292929292929,0.792020202020202,4.0,unf,3,50,-0.45005112326885555,0.3123815168643586
0.07929292929292929,0.8019191919191919,4.0,fav,1,50,0.021835778118830383,0.02513023277431333
0.07929292929292929,0.8019191919191919,4.0,unf,3,50,-0.44919074461419034,0.3116620895177618
0.07929292929292929,0.8118181818181818,4.0,fav,1,50,0.021809343434215193,0.025091200111884454
0.07929292929292929,0.8118181818181818,4.0,unf,3,50,-0.44832142829170424,0.31093544295663944
