x,kT,Q2,flavor,flavor_index,nrep,collins_mean,collins_std
0.0198989898989899,0.44555555555555554,4.0,fav,1,50,0.0005472929432850017,0.0010265165708496365
0.0198989898989899,0.44555555555555554,4.0,unf,3,50,-0.05475479002378607,0.09108282482178054
0.0198989898989899,0.45545454545454545,4.0,fav,1,50,0.000547272089074155,0.0010264769419331015
0.0198989898989899,0.45545454545454545,4.0,unf,3,50,-0.05475100239813939,0.09107550182770287
0.0198989898989899,0.46535353535353535,4.0,fav,1,50,0.0005472507775941532,0.001026436444321364
0.0198989898989899,0.46535353535353535,4.0,unf,3,50,-0.054747131829785085,0.09106801854395331
0.0198989898989899,0.47525252525252526,4.0,fav,1,50,0.0005472290089076949,0.0010263950781495641
0.0198989898989899,0.47525252525252526,4.0,unf,3,50,-0.05474317833716282,0.09106037501084929
0.0198989898989899,0.4851515151515151,4.0,fav,1,50,0.0005472067830788202,0.0010263528435557332
0.0198989898989899,0.4851515151515151,4.0,unf,3,50,-0.05473914193910612,0.0910525712695692
0.0198989898989899,0.495050505050505,4.0,fav,1,50,0.0005471841001729117,0.0010263097406807927
0.0198989898989899,0.495050505050505,4.0,unf,3,50,-0.054735022654842626,0.09104460736215197
0.0198989898989899,0.5049494949494949,4.0,fav,1,50,0.0005471609602566933,0.001026265769668554
0.0198989898989899,0.5049494949494949,4.0,unf,3,50,-0.05473082050399359,0.09103648333149691
0.0198989898989899,0.5148484848484849,4.0,fav,1,50,0.0005471373633982308,0.0010262209306657153
0.0198989898989899,0.5148484848484849,4.0,unf,3,50,-0.054726535506573866,0.0910281992213633
